/* DATA DESCRIPTION:
Citation:	Channell, James E T; Hodell, David A; Xuang, Chuang; Mazaud, Alain; Stoner, Joseph S (2008): Paleointensity of IODP Site 303-U1308 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.808945, 
217.220	-0.2469
217.370	-0.2113
217.530	-0.2053
217.680	-0.1736
217.840	-0.1366
217.990	-0.1097
218.150	-0.0734
218.300	-0.0595
218.460	-0.0740
218.610	-0.1195
218.760	-0.2004
218.920	-0.3115
219.070	-0.4296
219.230	-0.5307
219.380	-0.6101
219.540	-0.6530
219.690	-0.6742
219.850	-0.6850
220.000	-0.6833
220.140	-0.6600
220.280	-0.5994
220.410	-0.5322
220.550	-0.4452
220.690	-0.3762
220.830	-0.3696
220.960	-0.4536
221.100	-0.5698
221.240	-0.6312
221.380	-0.5984
221.510	-0.5266
221.650	-0.4690
221.790	-0.4136
221.930	-0.3288
222.070	-0.2057
222.200	-0.0727
222.340	0.0704
222.480	0.1996
222.620	0.3012
222.750	0.3702
222.890	0.4062
223.030	0.4254
223.170	0.4047
223.310	0.3720
223.440	0.3375
223.580	0.3599
223.720	0.4202
223.860	0.5050
223.990	0.5849
224.130	0.6291
224.270	0.6520
224.410	0.6534
224.540	0.6625
224.680	0.7241
224.820	0.7920
224.960	0.8394
225.100	0.8834
225.230	0.9069
225.370	0.9572
225.510	0.9772
225.650	0.9488
225.780	0.9166
225.920	0.9204
226.060	0.9596
226.200	1.0074
226.340	1.0488
226.470	1.0911
226.610	1.1109
226.750	1.0791
226.890	1.0402
227.020	0.9818
227.160	0.9738
227.300	1.0105
227.440	1.0757
227.570	1.1121
227.710	1.1057
227.850	1.0754
227.990	1.0193
228.130	0.9564
228.260	0.9062
228.400	0.8329
228.540	0.7534
228.680	0.6513
228.810	0.5785
228.950	0.5562
229.090	0.5689
229.230	0.6349
229.370	0.7310
229.500	0.8029
229.640	0.8678
229.780	0.9151
229.920	0.9430
230.050	0.9695
230.190	0.9937
230.330	0.9626
230.470	0.9101
230.600	1.1016
230.740	1.1066
230.880	1.1010
231.020	1.0842
231.160	1.0440
231.290	0.9767
231.430	0.8943
231.570	0.8258
231.710	0.7795
231.840	0.7715
231.980	0.7736
232.120	0.8026
232.260	0.8327
232.400	0.8694
232.530	0.8981
232.670	0.8859
232.810	0.8637
232.950	0.8129
233.080	0.7474
233.220	0.6968
233.360	0.6766
233.500	0.6504
233.630	0.6351
233.770	0.6281
233.910	0.6416
234.050	0.6261
234.190	0.5831
234.320	0.5046
234.460	0.4440
234.600	0.3781
234.740	0.3413
234.870	0.3291
235.010	0.3249
235.150	0.3234
235.290	0.2963
235.430	0.2580
235.560	0.1950
235.700	0.1542
235.840	0.1190
235.980	0.0852
236.110	0.0690
236.250	0.0579
236.390	0.0434
236.530	0.0052
236.660	-0.0540
236.800	-0.1103
236.940	-0.1896
237.080	-0.2689
237.220	-0.3423
237.350	-0.4248
237.490	-0.5126
237.630	-0.5911
237.770	-0.6894
237.900	-0.7632
238.040	-0.8386
238.180	-0.9105
238.320	-0.9570
238.460	-0.9686
238.590	-0.9517
238.730	-0.9118
238.870	-0.8732
239.010	-0.8449
239.140	-0.8017
239.280	-0.7513
239.420	-0.7127
239.560	-0.6659
239.690	-0.6211
239.830	-0.5724
239.970	-0.5258
240.110	-0.4876
240.250	-0.4801
240.380	-0.4738
240.520	-0.4677
240.660	-0.4240
240.800	-0.3592
240.930	-0.2504
241.070	-0.1229
241.210	0.0040
241.350	0.1195
241.490	0.1938
241.620	0.2030
241.760	0.1332
241.900	0.0015
242.040	-0.1442
242.170	-0.3142
242.310	-0.5206
242.450	-0.6801
242.590	-0.6624
242.720	-0.6574
242.860	-0.4594
243.000	-0.2079
243.140	0.0501
243.280	0.2478
243.420	0.4227
243.550	0.5568
243.690	0.6667
243.830	0.6876
243.970	0.6179
244.110	0.5024
244.250	0.4092
244.390	0.2534
244.530	0.0966
244.660	-0.0158
244.800	-0.1015
244.940	-0.1302
245.080	-0.1278
245.220	-0.0823
245.360	0.0069
245.500	0.1353
245.640	0.2590
245.770	0.3467
245.910	0.4249
246.050	0.4765
246.190	0.5221
246.330	0.5569
246.470	0.5808
246.610	0.6060
246.740	0.6456
246.880	0.6938
247.020	0.7261
247.160	0.7622
247.300	0.8244
247.440	0.9185
247.580	1.0511
247.720	1.2066
247.850	1.2962
247.990	1.3377
248.130	1.3329
248.270	1.2999
248.410	1.2571
248.550	1.2472
248.690	1.2525
248.820	1.2967
248.960	1.3337
249.100	1.3866
249.240	1.4951
250.070	2.0622
250.210	2.1543
250.350	2.1944
250.490	2.2069
250.630	2.2013
250.770	2.1914
250.910	2.1550
251.040	2.0776
251.180	1.9618
251.320	1.8474
251.460	1.7150
251.600	1.5715
251.740	1.3867
251.880	1.1961
252.010	0.9976
252.150	0.8235
252.290	0.6810
252.430	0.5977
252.570	0.5527
252.710	0.5254
252.850	0.4764
252.990	0.4351
253.120	0.3765
253.260	0.3237
253.400	0.2974
253.540	0.2599
253.680	0.2388
253.820	0.1845
253.960	0.0963
254.090	-0.0169
254.230	-0.1352
254.370	-0.2506
254.510	-0.3632
254.650	-0.4591
254.790	-0.5267
254.930	-0.5931
255.070	-0.6566
255.200	-0.7277
255.340	-0.7986
255.480	-0.8736
255.620	-0.9528
255.760	-1.0149
255.900	-1.0728
256.040	-1.1195
256.180	-1.1528
256.310	-1.1718
256.450	-1.1801
256.590	-1.1699
256.730	-1.1348
256.870	-1.0710
257.010	-0.9888
257.150	-0.9089
257.280	-0.8076
257.420	-0.7193
257.560	-0.6298
257.700	-0.5428
257.840	-0.4391
257.980	-0.3332
258.120	-0.1854
258.260	-0.0398
258.390	0.0971
258.530	0.1886
258.670	0.2272
258.810	0.2317
258.950	0.1914
259.090	0.1033
259.230	-0.0319
259.360	-0.1853
259.500	-0.3851
259.640	-0.5733
259.780	-0.7250
259.920	-0.8455
260.060	-0.9384
260.200	-0.9975
260.340	-1.0507
260.470	-1.1052
260.610	-1.1558
260.750	-1.2259
260.890	-1.2877
261.030	-1.3540
261.170	-1.3901
261.310	-1.3911
261.450	-1.3645
261.580	-1.3154
261.720	-1.2487
261.860	-1.1701
262.000	-1.0614
262.140	-0.9556
262.280	-0.8797
262.420	-0.8258
262.550	-0.8178
262.690	-0.8361
262.830	-0.8690
262.970	-0.9106
263.110	-0.9233
263.250	-0.8923
263.390	-0.8339
263.530	-0.7398
263.660	-0.6390
263.800	-0.5100
263.940	-0.3759
264.080	-0.2396
264.220	-0.1282
264.360	-0.0533
264.500	-0.0294
264.640	-0.0681
264.770	-0.1515
264.910	-0.2636
265.050	-0.3527
265.190	-0.4285
265.330	-0.4924
265.470	-0.5779
265.610	-0.6720
265.740	-0.7321
265.880	-0.7192
266.020	-0.6754
266.160	-0.6006
266.300	-0.4999
266.440	-0.3783
266.580	-0.2420
266.720	-0.1247
266.850	-0.0335
266.990	0.0055
267.130	0.0071
267.270	-0.0051
267.410	0.0002
267.550	0.0291
267.690	0.0644
267.820	0.0813
267.960	0.0487
268.100	-0.0108
268.240	-0.0844
268.380	-0.1896
268.520	-0.2675
268.660	-0.3158
268.800	-0.3255
268.930	-0.3340
269.070	-0.3607
269.210	-0.3971
269.350	-0.4230
269.490	-0.4366
269.630	-0.4317
269.770	-0.4382
269.910	-0.4400
270.040	-0.4261
270.880	-0.7434
271.010	-0.6261
271.150	-0.5655
271.290	-0.5476
271.430	-0.5504
271.570	-0.5683
271.710	-0.6006
271.850	-0.6207
271.990	-0.6357
272.120	-0.6615
272.260	-0.6653
272.400	-0.6145
272.540	-0.5216
272.680	-0.4017
272.820	-0.2913
272.960	-0.2177
273.090	-0.1674
273.230	-0.1508
273.370	-0.1572
273.510	-0.1927
273.650	-0.2744
273.790	-0.3555
273.930	-0.4120
274.070	-0.4270
274.200	-0.4003
274.340	-0.3601
274.480	-0.3373
274.620	-0.3690
274.760	-0.4483
274.900	-0.5559
275.040	-0.6517
275.180	-0.7185
275.310	-0.7508
275.450	-0.7502
275.590	-0.7408
275.730	-0.7361
275.870	-0.7550
276.010	-0.8115
276.150	-0.8861
276.280	-0.9654
276.420	-1.0229
276.560	-1.0411
276.700	-1.0275
276.840	-0.9894
276.980	-0.9458
277.120	-0.9071
277.260	-0.8919
277.390	-0.9070
277.530	-0.9584
277.670	-1.0144
277.810	-1.0733
277.950	-1.1290
278.090	-1.1666
278.230	-1.1863
278.360	-1.1972
278.500	-1.1882
278.640	-1.1727
278.780	-1.1690
278.920	-1.1546
279.060	-1.1537
279.200	-1.1468
279.340	-1.1091
279.470	-1.0737
279.610	-1.0184
279.750	-0.9493
279.890	-0.8933
280.030	-0.8329
280.170	-0.7684
280.310	-0.7200
280.450	-0.6573
280.580	-0.5953
280.720	-0.5658
280.860	-0.5758
281.000	-0.6106
281.160	-0.6697
281.320	-0.7260
281.490	-0.7671
281.650	-0.8064
281.810	-0.8665
281.970	-0.9292
282.130	-0.9784
282.290	-0.9991
282.460	-0.9997
282.620	-0.9774
282.780	-0.9305
282.940	-0.8846
283.100	-0.8338
283.260	-0.8078
283.430	-0.7968
283.590	-0.8145
283.750	-0.8373
283.910	-0.8651
284.070	-0.9019
284.240	-0.9429
284.400	-0.9824
284.560	-1.0178
284.720	-1.0652
284.880	-1.1048
285.040	-1.1435
285.210	-1.1881
285.370	-1.2261
285.530	-1.2743
285.690	-1.3180
285.850	-1.3535
286.010	-1.3961
286.180	-1.4325
286.340	-1.4595
286.500	-1.4718
286.660	-1.4715
286.820	-1.4630
286.990	-1.4489
287.150	-1.4206
287.310	-1.3857
287.470	-1.3429
287.630	-1.2990
287.790	-1.2803
287.960	-1.2911
288.120	-1.3015
288.280	-1.3013
288.440	-1.2767
288.600	-1.2197
288.760	-1.1478
288.930	-1.0672
289.090	-0.9972
289.250	-0.9298
289.410	-0.8792
289.570	-0.8395
289.740	-0.8310
289.900	-0.8234
290.060	-0.8226
290.220	-0.8205
290.380	-0.8200
290.540	-0.8410
290.710	-0.8757
290.870	-0.9024
291.030	-0.9320
291.190	-0.9580
291.350	-1.0104
291.510	-1.0719
291.680	-1.1125
291.840	-1.1241
292.000	-1.1165
292.120	-1.0827
292.250	-1.0471
292.370	-1.0287
293.110	-0.8205
293.230	-0.7766
293.350	-0.7730
293.480	-0.7610
293.600	-0.7726
293.720	-0.7735
293.850	-0.7590
293.970	-0.7418
294.090	-0.7441
294.220	-0.7761
294.340	-0.8181
294.460	-0.8782
294.590	-0.9109
294.710	-0.9194
294.830	-0.9305
294.960	-0.9504
295.080	-0.9738
295.200	-0.9887
295.320	-0.9551
295.450	-0.8525
295.570	-0.7266
295.690	-0.5593
295.820	-0.3728
295.940	-0.1817
296.060	0.0379
296.190	0.2376
296.310	0.4101
296.430	0.5402
296.560	0.6337
296.680	0.7089
296.800	0.7454
296.930	0.8241
297.050	0.8892
297.170	0.9574
297.290	1.0070
297.420	1.0142
297.540	1.0264
297.660	1.0322
297.790	1.0482
297.910	1.0374
298.030	1.0567
298.160	1.1047
298.280	1.1503
298.400	1.1680
298.530	1.1537
298.650	1.1047
298.770	1.0318
298.900	0.9090
299.020	0.7516
299.140	0.5516
299.260	0.3877
299.390	0.3456
299.510	0.4030
299.630	0.5450
299.760	0.7002
299.880	0.8360
300.000	0.8961
300.130	0.8874
300.250	0.8244
300.370	0.7258
300.500	0.5956
300.620	0.4784
300.740	0.3368
300.870	0.2065
300.990	0.0831
301.110	-0.0285
301.240	-0.0996
301.360	-0.1530
301.480	-0.2106
301.600	-0.2725
301.730	-0.3785
301.850	-0.4857
301.970	-0.5645
302.100	-0.5803
302.220	-0.5464
302.340	-0.4979
302.470	-0.4436
302.590	-0.3937
302.710	-0.3635
302.840	-0.3466
302.960	-0.3417
303.080	-0.3349
303.210	-0.3019
303.330	-0.2709
303.450	-0.2677
303.570	-0.3053
303.700	-0.3957
303.820	-0.5194
303.940	-0.6500
304.070	-0.7618
304.190	-0.8646
304.310	-0.9227
304.440	-0.9676
304.560	-0.9772
304.680	-0.9694
304.810	-0.9614
304.930	-0.9457
305.050	-0.9227
305.180	-0.8879
305.300	-0.8439
305.420	-0.7891
305.540	-0.7248
305.670	-0.6613
305.790	-0.6025
305.910	-0.5443
306.040	-0.4795
306.160	-0.4182
306.280	-0.4016
306.410	-0.4028
306.530	-0.4020
306.650	-0.3824
306.780	-0.3600
306.900	-0.3257
307.020	-0.2807
307.150	-0.2206
307.270	-0.1514
307.390	-0.0715
307.510	0.0023
307.640	0.0587
307.760	0.1254
307.880	0.1697
308.010	0.2234
308.130	0.2766
308.250	0.3274
308.380	0.3775
308.500	0.3945
308.620	0.3886
308.750	0.3806
308.870	0.3778
308.990	0.4025
309.120	0.4512
309.240	0.5354
309.360	0.6130
309.490	0.6739
309.610	0.7204
309.730	0.7356
309.850	0.7199
309.980	0.6659
310.100	0.5932
310.220	0.4917
310.350	0.3744
310.470	0.2749
310.590	0.1721
310.720	0.0947
310.840	0.0242
311.580	-0.0047
311.700	0.0756
311.820	0.0696
311.950	0.0386
312.070	-0.0187
312.190	-0.0145
312.320	0.0243
312.440	0.1039
312.560	0.1953
312.690	0.2802
312.810	0.3372
312.930	0.3849
313.060	0.4106
313.180	0.4621
313.300	0.5171
313.430	0.5559
313.550	0.5701
313.670	0.5524
313.790	0.4897
313.920	0.4195
314.040	0.3344
314.160	0.2571
314.290	0.2112
314.410	0.2188
314.530	0.2514
314.660	0.3290
314.780	0.3819
314.900	0.4190
315.030	0.4441
315.150	0.4769
315.270	0.5099
315.400	0.5889
315.520	0.7051
315.640	0.8136
315.760	0.8995
315.890	0.9382
316.010	0.9068
316.130	0.8392
316.260	0.7599
316.380	0.6969
316.500	0.6365
316.630	0.5558
316.750	0.4857
316.870	0.4037
317.000	0.3044
317.120	0.2280
317.240	0.1625
317.370	0.1282
317.490	0.1152
317.610	0.1312
317.740	0.1475
317.860	0.1580
317.980	0.1443
318.100	0.1181
318.230	0.0790
318.350	0.0182
318.470	-0.0490
318.600	-0.1130
318.720	-0.1559
318.840	-0.1765
318.970	-0.1822
319.090	-0.1844
319.210	-0.1902
319.340	-0.1949
319.460	-0.1912
319.580	-0.1765
319.710	-0.1368
319.830	-0.1185
319.950	-0.1208
320.070	-0.1245
320.200	-0.1388
320.320	-0.1952
320.440	-0.2483
320.570	-0.3084
320.690	-0.3593
320.810	-0.4234
320.940	-0.4801
321.060	-0.5419
321.180	-0.6041
321.310	-0.6494
321.430	-0.6837
321.550	-0.6966
321.680	-0.6888
321.800	-0.6532
321.920	-0.6035
322.040	-0.5386
322.170	-0.4725
322.290	-0.4315
322.410	-0.3833
322.540	-0.3276
322.660	-0.2650
322.780	-0.1991
322.910	-0.1326
323.030	-0.0778
323.150	-0.0278
323.280	0.0405
323.400	0.1042
323.520	0.1451
323.650	0.1556
323.770	0.1590
323.890	0.1538
324.010	0.1026
324.140	0.0710
324.260	0.0346
324.380	-0.0022
324.510	-0.0250
324.630	0.0033
324.750	-0.0103
324.880	0.0341
325.000	0.1358
325.370	0.2696
325.740	0.4616
326.120	0.6506
326.490	0.8089
326.860	0.8336
327.230	0.7530
327.600	0.6310
327.980	0.5109
328.350	0.4316
328.720	0.3788
329.090	0.3605
329.470	0.3437
329.840	0.3192
336.910	-0.3881
337.280	-0.4052
337.650	-0.4074
338.020	-0.3872
338.400	-0.3703
338.770	-0.3386
339.140	-0.2998
339.510	-0.2784
339.880	-0.2844
340.260	-0.3105
340.630	-0.3156
341.000	-0.3183
341.180	-0.3043
341.350	-0.2757
341.530	-0.2382
341.710	-0.1970
341.890	-0.1506
342.060	-0.0879
342.240	-0.0146
342.420	0.0773
342.590	0.1636
342.770	0.2279
342.950	0.2547
343.120	0.2551
343.300	0.2281
343.480	0.1928
343.660	0.1592
343.830	0.1584
344.010	0.1848
344.190	0.2440
344.360	0.3531
344.540	0.4815
344.720	0.6034
344.900	0.7075
345.070	0.7759
345.250	0.8140
345.430	0.8444
345.600	0.8904
345.780	0.9516
345.960	1.0186
346.140	1.0668
346.310	1.0769
346.490	1.0580
346.670	1.0306
346.840	0.9868
347.020	0.9664
347.200	0.9961
347.370	1.0664
347.550	1.1628
347.730	1.2462
347.910	1.2946
348.080	1.2953
348.260	1.2628
348.440	1.2249
348.610	1.1899
348.790	1.1506
348.970	1.1118
349.150	1.0718
349.320	1.0187
349.500	0.9388
349.680	0.8266
349.850	0.7124
350.030	0.6338
350.210	0.6083
350.390	0.6331
350.560	0.6832
350.740	0.7193
350.920	0.7143
351.090	0.6731
351.270	0.6131
351.450	0.5403
351.630	0.4515
351.800	0.3598
351.980	0.2674
352.160	0.2109
352.330	0.1978
352.510	0.1818
352.690	0.1205
352.860	0.0047
353.040	-0.1049
353.220	-0.1665
353.400	-0.1256
353.570	0.0123
353.750	0.1693
353.930	0.3057
354.100	0.3788
354.280	0.4045
354.460	0.4195
354.640	0.4397
354.810	0.4661
354.990	0.5228
355.170	0.5843
355.340	0.6317
355.520	0.6353
355.700	0.6143
355.870	0.5750
356.050	0.5080
356.230	0.4051
356.410	0.2843
356.580	0.1187
356.760	-0.0395
356.940	-0.1502
357.110	-0.1720
357.290	-0.1013
357.470	0.0153
357.650	0.1483
357.820	0.3153
358.000	0.4831
358.180	0.6093
358.350	0.6840
358.530	0.7183
358.710	0.7179
358.890	0.6986
359.060	0.6577
359.240	0.6134
359.420	0.5467
359.590	0.4784
359.770	0.3970
359.950	0.3034
360.130	0.2138
360.300	0.1346
360.480	0.0886
360.660	0.0718
360.830	0.0735
361.010	0.0909
361.190	0.1190
361.360	0.1647
361.540	0.2254
361.720	0.2899
361.900	0.3414
362.070	0.3760
362.250	0.3850
362.430	0.3728
362.600	0.3513
362.780	0.3347
362.960	0.3261
363.140	0.3261
363.310	0.3443
363.490	0.3862
363.670	0.4501
363.840	0.5396
364.020	0.6394
365.260	0.7301
365.440	0.8247
365.610	0.8460
365.790	0.8012
365.970	0.7529
366.150	0.6856
366.320	0.6583
366.500	0.6456
366.680	0.6351
366.850	0.6221
367.030	0.6052
367.210	0.5726
367.390	0.5413
367.560	0.5175
367.740	0.5327
367.920	0.5755
368.090	0.6162
368.270	0.5904
368.450	0.4795
368.620	0.3207
368.800	0.1406
368.980	0.0250
369.160	-0.0600
369.330	-0.0850
369.510	-0.0635
369.690	-0.0278
369.860	0.0274
370.040	0.0788
370.220	0.1407
370.400	0.1963
370.570	0.2235
370.750	0.2196
370.930	0.1929
371.100	0.1495
371.280	0.0841
371.460	0.0157
371.640	-0.0583
371.810	-0.1085
371.990	-0.1362
372.170	-0.1304
372.340	-0.0791
372.520	0.0073
372.700	0.1254
372.880	0.2286
373.050	0.3490
373.230	0.4158
373.410	0.4185
373.580	0.3600
373.760	0.2943
373.940	0.2510
374.110	0.2748
374.290	0.3546
374.470	0.4420
374.650	0.6312
374.820	0.7585
375.000	0.8419
375.180	0.8796
375.350	0.8844
375.530	0.8609
375.710	0.8036
375.890	0.6892
376.060	0.5489
376.240	0.4099
376.420	0.3225
376.590	0.2566
376.770	0.2258
376.950	0.1888
377.120	0.1604
377.300	0.1197
377.480	0.0767
377.660	0.0094
377.830	-0.0504
378.010	-0.1311
378.190	-0.2217
378.360	-0.3179
378.540	-0.4029
378.720	-0.4949
378.900	-0.5636
379.070	-0.6131
379.250	-0.6493
379.430	-0.6424
379.600	-0.6169
379.780	-0.5917
379.960	-0.5653
380.140	-0.5187
380.310	-0.4464
380.490	-0.3685
380.670	-0.3087
380.840	-0.2916
381.020	-0.2575
381.200	-0.2317
381.380	-0.2068
381.550	-0.1783
381.730	-0.1600
381.910	-0.1512
382.080	-0.1228
382.260	-0.1164
382.440	-0.1294
382.610	-0.1457
382.790	-0.1709
382.970	-0.2040
383.150	-0.2496
383.320	-0.2806
383.500	-0.3259
383.680	-0.3809
383.850	-0.4448
384.030	-0.4931
384.210	-0.5080
384.390	-0.5259
384.560	-0.5225
384.740	-0.5469
384.920	-0.5828
385.090	-0.6204
385.270	-0.6600
385.450	-0.6966
385.630	-0.7476
385.800	-0.8012
385.980	-0.8518
386.160	-0.8706
386.330	-0.8652
386.510	-0.8316
386.690	-0.7828
386.860	-0.7395
387.040	-0.7039
387.220	-0.6428
387.400	-0.5867
387.570	-0.5223
387.750	-0.4278
387.930	-0.3454
388.100	-0.2826
388.280	-0.2236
388.460	-0.1947
388.640	-0.1931
388.810	-0.2124
388.990	-0.2307
389.170	-0.2395
389.340	-0.2018
389.520	-0.1612
389.700	-0.1174
389.870	-0.0947
390.050	-0.0920
390.230	-0.0895
390.410	-0.0954
390.580	-0.0896
391.650	0.0143
391.820	0.1718
392.000	0.2983
392.150	0.4340
392.290	0.5535
392.440	0.7203
392.580	0.8903
392.730	1.0273
392.880	1.1211
393.020	1.1957
393.170	1.2480
393.310	1.3022
393.460	1.3629
393.610	1.4644
393.750	1.5780
393.900	1.7034
394.040	1.8487
394.190	2.0015
394.340	2.1233
394.480	2.1538
394.630	2.0978
394.780	1.9970
394.920	1.8949
395.070	1.8693
395.210	1.8666
395.360	1.8721
395.510	1.8291
395.650	1.7613
395.800	1.6387
395.940	1.5468
396.090	1.5146
396.240	1.5103
396.380	1.5209
396.530	1.4218
396.670	1.1837
396.820	0.8488
396.970	0.5314
397.110	0.2855
397.260	0.1075
397.400	-0.0354
397.550	-0.1502
397.700	-0.2515
397.840	-0.3800
397.990	-0.5564
398.130	-0.7018
398.280	-0.8126
398.430	-0.8769
398.570	-0.8977
398.720	-0.8986
398.870	-0.8921
399.010	-0.8814
399.160	-0.8840
399.300	-0.8924
399.450	-0.9164
399.600	-0.9577
399.740	-1.0016
399.890	-1.0579
400.030	-1.1149
400.180	-1.1728
400.330	-1.2185
400.470	-1.2517
400.620	-1.2696
400.760	-1.2820
400.910	-1.2901
401.060	-1.2846
401.200	-1.2629
401.350	-1.2165
401.490	-1.1517
401.640	-1.0889
401.790	-1.0602
401.930	-1.0592
402.080	-1.0822
402.220	-1.1070
402.370	-1.1195
402.520	-1.1139
402.660	-1.0776
402.810	-1.0168
402.960	-0.9321
403.100	-0.8484
403.250	-0.7968
403.390	-0.8026
403.540	-0.8567
403.690	-0.9065
403.830	-0.9244
403.980	-0.8907
404.120	-0.8260
404.270	-0.7694
404.420	-0.7228
404.560	-0.7045
404.710	-0.6855
404.850	-0.7081
405.000	-0.7341
405.150	-0.7486
405.290	-0.7812
405.440	-0.8034
405.580	-0.8343
405.730	-0.8716
405.880	-0.8821
406.020	-0.8813
406.170	-0.8528
406.310	-0.8181
406.460	-0.7924
406.610	-0.7663
406.750	-0.7505
406.900	-0.7510
407.040	-0.7335
407.190	-0.7230
407.340	-0.7019
407.480	-0.6572
407.630	-0.6190
407.780	-0.5946
407.920	-0.5784
408.070	-0.6273
408.210	-0.6719
408.360	-0.7510
408.510	-0.8587
408.650	-0.9506
408.800	-1.0378
408.940	-1.1151
409.090	-1.1775
409.240	-1.2189
409.380	-1.2359
409.530	-1.2338
409.670	-1.2198
409.820	-1.2005
409.970	-1.1789
410.110	-1.1652
410.260	-1.1493
410.400	-1.1207
410.550	-1.0807
410.700	-1.0174
410.840	-0.9495
410.990	-0.8773
411.130	-0.8062
411.280	-0.7424
411.430	-0.6755
411.570	-0.6291
411.720	-0.5536
411.870	-0.4652
412.010	-0.3525
412.160	-0.2394
412.300	-0.1582
412.450	-0.0926
412.600	-0.0316
412.740	0.0441
413.620	0.3833
413.760	0.5281
413.910	0.6758
414.060	0.7877
414.200	0.8896
414.350	0.9544
414.490	0.9918
414.640	1.0090
414.790	1.0367
414.930	1.0814
415.080	1.1156
415.220	1.1216
415.370	1.1254
415.520	1.1229
415.660	1.1468
415.810	1.1434
415.960	1.1324
416.100	1.1243
416.250	1.1085
416.390	1.0997
416.540	1.0898
416.690	1.0859
416.830	1.0711
416.980	1.0556
417.120	1.0576
417.270	1.0378
417.420	1.0142
417.560	1.0064
417.710	0.9789
417.850	0.9726
418.000	0.9847
418.150	0.9801
418.290	0.9832
418.440	0.9897
418.580	0.9612
418.730	0.9060
418.880	0.8337
419.020	1.7027
419.170	1.6762
419.310	1.6713
419.460	1.6343
419.610	1.6186
419.750	1.5546
419.900	1.4731
420.040	1.3701
420.190	1.2208
420.340	1.1122
420.480	0.9951
420.630	0.9145
420.780	0.8494
420.920	0.8381
421.070	0.8472
421.210	0.8554
421.360	0.8985
421.510	0.9380
421.650	1.0137
421.800	1.0893
421.940	1.1760
422.090	1.2649
422.240	1.3427
422.380	1.4005
422.530	1.4461
422.670	1.4746
422.820	1.4697
422.970	1.4197
423.110	1.3891
423.260	1.3548
423.400	1.3129
423.550	1.3103
423.700	1.3011
423.840	1.3054
423.990	1.3321
424.130	1.3581
424.280	1.3763
424.430	1.3736
424.570	1.3686
424.720	1.3494
424.870	1.3539
425.010	1.3828
425.160	1.4763
425.300	1.6082
425.450	1.7424
425.600	1.8776
425.740	1.9894
425.890	2.0427
426.030	2.0451
426.180	1.9742
426.330	1.9031
426.470	1.8594
426.620	1.8506
426.760	1.8993
426.910	1.9442
427.060	2.0332
427.200	2.0476
427.350	1.9485
427.490	1.6588
427.640	1.2313
427.790	0.7394
427.930	0.3927
428.080	0.1991
428.220	0.1207
428.370	0.0842
428.520	0.0495
428.660	0.0135
428.810	-0.0599
428.960	-0.1373
429.100	-0.2142
429.250	-0.2749
429.390	-0.3358
429.540	-0.3949
429.690	-0.4747
429.830	-0.5452
429.980	-0.5850
430.120	-0.6128
430.270	-0.6021
430.420	-0.5822
430.560	-0.5507
430.710	-0.5003
430.850	-0.4351
431.000	-0.3940
431.270	-0.3659
431.530	-0.3679
431.800	-0.4191
432.060	-0.5282
432.330	-0.6529
432.590	-0.7940
432.860	-0.9358
434.450	-0.1129
434.710	-0.1700
434.980	-0.2129
435.240	-0.2508
435.510	-0.2862
435.770	-0.3480
436.040	-0.4504
436.300	-0.5997
436.570	-0.7549
436.830	-0.8705
437.100	-0.9442
437.360	-0.9578
437.630	-0.8959
437.890	-0.7344
438.160	-0.5203
438.420	-0.3328
438.690	-0.2429
438.950	-0.2089
439.220	-0.2003
439.480	-0.2063
439.750	-0.2169
440.010	-0.2102
440.280	-0.1885
440.540	-0.1620
440.810	-0.1355
441.070	-0.1402
441.340	-0.1825
441.600	-0.2596
441.870	-0.3022
442.130	-0.3031
442.400	-0.2719
442.660	-0.1700
442.930	-0.1036
443.190	-0.0876
443.460	-0.1394
443.720	-0.2448
443.990	-0.3728
444.250	-0.4772
444.520	-0.5649
444.780	-0.6037
445.050	-0.5975
445.310	-0.5654
445.580	-0.5188
445.840	-0.4709
446.110	-0.4061
446.370	-0.3153
446.640	-0.2036
446.900	-0.0712
447.170	0.0482
447.430	0.1393
447.700	0.1995
447.960	0.2083
448.230	0.1700
448.490	0.1224
448.760	0.0701
449.020	0.0422
449.290	0.0503
449.550	0.0828
449.820	0.1336
450.080	0.1997
450.350	0.2373
450.610	0.2499
450.880	0.2351
451.140	0.1854
451.410	0.1142
451.670	0.0087
451.940	-0.0808
452.200	-0.1628
452.470	-0.2147
452.730	-0.2672
453.000	-0.3612
453.270	-0.4568
453.530	-0.5287
453.800	-0.5824
454.060	-0.6724
454.330	-0.7242
454.590	-0.7061
454.860	-0.6419
455.120	-0.5660
455.390	-0.5098
455.650	-0.4793
455.920	-0.4469
456.180	-0.3996
456.450	-0.3608
456.710	-0.3550
456.980	-0.4031
457.240	-0.4736
457.510	-0.5336
457.770	-0.5752
458.040	-0.6034
458.300	-0.6140
458.570	-0.6007
458.830	-0.5640
459.100	-0.5089
459.360	-0.4269
459.630	-0.3481
459.890	-0.2677
460.160	-0.1791
460.420	-0.0975
460.690	-0.0371
460.950	-0.0158
461.220	-0.0693
461.480	-0.1818
461.750	-0.3506
462.010	-0.5244
462.280	-0.6964
462.540	-0.7890
462.810	-0.7710
