/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a coulter counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695984, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 11.8269 m * MAXIMUM DEPTH, ice/snow: 3188.8650 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Comment:	New version of dataset doi:10.1594/PANGAEA.198744 published in Augustin et al. (2004, doi:10.1038/nature02599)
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Petit, Jean Robert (jean-robert.petit@univ-grenoble-alpes.fr) * METHOD/DEVICE: Coulter counter
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	2308 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
2279.8250	240.276	23.82
2284.2250	241.043	35.42
2288.6150	241.720	59.58
2293.0150	242.294	6.27
2297.4150	242.876	21.28
2301.9550	243.524	7.50
2306.2150	244.199	7.29
2310.7550	245.103	16.73
2315.0150	246.099	23.03
2319.4150	247.384	56.94
2323.8250	248.623	60.28
2328.3550	249.981	114.55
2332.6250	251.382	165.66
2337.0250	252.910	215.92
2341.4250	254.421	182.63
2345.9750	255.996	246.46
2350.2150	257.398	170.76
2354.6150	258.803	123.32
2363.4350	261.824	184.22
2367.8250	263.337	111.25
2372.2250	264.736	175.52
2376.6250	266.270	438.90
2381.0250	267.967	824.00
2385.4250	269.694	745.50
2389.8250	271.494	1077.50
2394.2250	273.370	1431.00
2398.6250	275.210	760.50
2403.0250	277.003	452.38
2407.5750	278.866	371.17
2416.2250	282.060	107.98
2420.6250	283.567	75.04
2425.0250	285.013	75.82
2429.4250	286.436	62.38
2433.8375	287.808	48.72
2438.2250	289.124	54.24
2442.6400	290.400	33.66
2447.0375	291.755	55.52
2451.4250	293.309	172.14
2455.8150	295.045	195.58
2460.2150	296.654	56.18
2464.6250	298.386	128.00
2469.0250	300.062	119.98
2473.4250	301.698	125.70
2477.8150	303.392	27.58
2482.2250	304.933	32.60
2486.6250	306.436	64.09
2491.0250	308.196	93.58
2495.4250	309.902	120.20
2499.8250	311.571	89.06
2504.2250	313.173	54.30
2508.6250	314.641	35.58
2513.0250	316.032	21.26
2517.4250	317.423	20.86
2521.8250	319.035	53.51
2526.2250	320.682	26.11
2530.6250	322.138	24.39
2535.0250	323.458	13.57
2539.4250	324.669	14.60
2543.8250	325.821	13.10
2548.2250	326.906	14.84
2552.6200	327.966	20.50
2561.4250	330.101	19.28
2565.8250	331.199	32.00
2570.3750	332.263	13.62
2574.6150	333.090	19.24
2579.0250	333.915	9.77
2583.4250	334.779	7.26
2587.8250	335.818	10.23
2596.6150	338.751	100.70
2601.0150	340.836	318.60
2605.4150	343.442	322.90
2610.1250	346.154	283.24
2618.6250	350.743	227.38
2623.0150	353.124	507.00
2627.4150	355.649	925.00
2631.8150	358.321	769.50
2636.2150	360.931	313.17
2640.6150	363.391	178.89
2645.0150	365.873	229.62
2649.4150	368.343	191.38
2653.8150	370.802	100.45
2658.2150	373.022	39.88
2662.7550	375.607	173.82
2667.0150	378.003	80.16
2671.4150	380.324	57.23
2675.8150	382.502	24.12
2680.2150	384.870	87.38
2684.7550	387.080	32.56
2689.0150	389.519	177.16
2693.4150	391.977	57.30
2697.8150	394.108	21.34
2702.2150	395.992	15.82
2706.6150	397.701	10.78
2711.0150	399.364	23.58
2715.4150	400.924	107.80
2719.8150	402.402	16.89
2724.3550	403.870	14.78
2728.6150	405.285	11.33
2733.0150	406.710	8.70
2737.4150	408.127	10.76
2741.9550	409.660	8.48
2746.2150	411.219	8.69
2750.6150	413.003	9.16
2755.0150	414.912	11.98
2756.2750	415.483	13.90
2757.2250	415.909	16.42
2758.3250	416.413	14.50
2759.4150	416.903	11.20
2760.5250	417.392	12.40
2761.6250	417.894	9.15
2762.7250	418.399	15.26
2763.9550	418.980	23.59
2764.9250	419.435	11.16
2766.0250	419.966	12.42
2767.1250	420.510	16.44
2768.3550	421.116	15.73
2769.3250	421.621	25.76
2770.4250	422.212	25.32
2771.5250	422.807	21.16
2772.7550	423.475	36.88
2773.7250	424.004	22.34
2774.8250	424.570	24.64
2775.9250	425.061	18.00
2777.0250	425.575	8.34
2777.1550	425.640	14.88
2778.1250	426.131	20.42
2779.2250	426.757	32.04
2780.3250	427.390	57.52
2781.5550	428.206	106.54
2782.5250	428.921	184.88
2783.6250	429.782	374.82
2784.7250	430.766	705.50
2785.8250	431.843	716.00
2786.9250	432.946	819.00
2788.0250	434.038	732.00
2789.1250	435.101	1252.50
2790.2150	436.210	933.00
2794.6150	440.868	629.00
2799.0150	445.408	643.50
2803.4150	449.786	731.00
2807.8150	454.467	117.26
2812.2150	459.734	511.00
2816.9050	465.407	568.00
2821.2700	470.674	76.32
2825.4150	474.645	183.44
2829.8150	478.625	95.56
2834.2150	482.541	76.55
2838.7750	486.037	172.89
2840.8250	487.495	22.58
2841.9250	488.235	17.18
2843.1550	489.026	10.64
2844.1250	489.669	17.87
2845.3750	490.487	15.31
2846.4750	491.231	20.74
2847.4250	491.898	14.90
2848.5250	492.682	31.94
2849.6250	493.469	18.98
2850.7250	494.261	23.68
2851.8150	495.048	19.34
2856.3550	498.302	31.38
2865.2900	504.570	46.64
2869.4150	507.439	50.13
2873.8150	510.533	44.12
2876.2250	512.241	54.88
2878.2150	513.607	51.67
2883.8550	517.121	56.34
2887.0150	518.921	36.79
2891.7050	521.554	48.58
2895.8150	524.064	67.56
2900.2150	526.978	56.26
2904.6150	529.988	71.30
2905.7250	530.869	185.76
2906.8250	531.864	311.69
2907.9250	532.914	470.59
2909.0150	533.989	252.07
2911.2250	536.116	644.00
2912.3250	537.187	510.00
2913.5550	538.414	510.50
2914.6750	539.636	647.00
2915.6250	540.671	415.30
2916.7250	541.869	380.03
2917.8150	543.034	222.69
2918.9250	544.232	267.64
2920.0250	545.451	283.95
2921.1250	546.686	272.22
2922.6350	548.217	120.89
2926.6150	551.727	114.16
2931.0150	554.985	41.58
2935.4150	557.344	39.87
2939.8150	559.813	77.34
2944.2150	561.917	56.85
2948.6150	563.660	53.66
2953.1550	565.248	20.64
2957.4150	566.693	18.80
2961.8150	568.183	28.02
2966.2150	569.678	28.53
2968.4250	570.445	32.40
2972.8250	572.004	59.45
2975.1550	572.865	23.26
2979.4150	574.452	21.12
2981.6250	575.272	64.05
2983.8150	576.102	23.51
2986.0250	577.013	39.19
2988.2150	577.960	37.59
2990.4250	578.915	48.26
2991.5400	579.391	37.04
2992.6150	579.865	23.08
2994.8250	580.921	32.40
2997.0150	582.258	53.42
3001.5550	586.188	47.26
3003.6250	588.283	51.31
3005.8150	590.394	21.38
3008.0250	592.557	83.94
3010.3550	595.037	62.56
3012.4250	597.286	286.08
3014.9050	600.545	94.90
3016.8250	602.882	63.37
3019.1550	605.751	52.55
3021.2250	608.160	13.10
3022.3250	609.349	58.86
3023.4150	610.491	23.13
3025.6250	612.798	19.72
3027.9550	615.288	28.56
3030.0250	617.625	37.74
3032.3550	620.528	34.94
3036.9150	626.555	73.38
3041.1550	635.153	711.50
3045.5550	645.530	351.11
3050.1050	654.246	215.42
3054.3550	661.192	803.00
3058.7550	667.845	742.00
3063.1550	673.136	406.69
3067.5550	677.501	146.22
3071.9550	681.159	221.00
3076.3650	684.772	106.56
3080.7550	687.843	74.84
3085.1550	690.667	47.52
3086.1250	691.266	52.32
3087.2250	691.932	67.46
3088.3250	692.584	22.40
3089.5550	693.310	32.24
3090.5350	693.876	26.55
3091.6250	694.483	27.68
3092.8550	695.191	26.43
3093.8400	695.765	16.62
3094.9250	696.395	9.28
3096.0450	697.047	25.70
3097.1250	697.682	19.65
3098.3400	698.415	18.92
3099.3750	699.052	21.68
3100.4250	699.714	32.45
3101.5250	700.456	14.52
3103.7250	702.005	15.72
3104.8250	702.773	24.12
3106.1700	703.777	33.98
3107.1550	704.548	38.51
3111.4250	708.514	36.97
3115.8250	713.503	65.72
3120.5050	719.698	227.96
3124.6250	725.902	207.98
3129.1550	731.560	118.24
3133.5550	736.041	99.89
3136.7250	738.864	169.62
3137.9550	739.970	527.50
3139.3650	741.427	1019.00
3141.5650	743.895	682.00
3142.6650	745.131	433.66
3143.7050	746.273	279.31
3148.1650	750.843	393.36
3149.2650	751.954	85.94
3150.3650	753.102	287.50
3151.4650	754.263	110.80
3152.5650	755.438	117.58
3153.6650	756.606	68.44
3154.7725	757.731	119.67
3156.9525	759.790	82.33
3158.0650	760.984	176.66
3159.1650	762.343	96.87
3160.2650	763.718	64.82
3161.3725	764.985	62.47
3162.4650	766.199	100.76
3163.5650	767.515	95.00
3164.6650	769.023	97.98
3165.2850	769.877	45.97
3166.8650	771.865	28.56
3167.9650	773.195	28.80
3169.0650	774.656	24.24
3170.1650	776.113	16.28
3171.2650	777.493	29.44
3172.3600	778.824	27.35
3173.4650	780.167	33.54
3174.5650	781.477	38.04
3175.6650	782.813	44.16
3176.7650	784.132	24.42
3178.9650	786.668	19.90
3180.0650	787.848	28.02
3181.1850	789.003	32.08
3182.2650	790.241	56.30
3183.3600	791.568	108.16
3185.4950	794.549	186.87
3186.6650	796.392	817.00
3187.7650	798.377	726.50
3188.8650	800.520	1314.50
