/* DATA DESCRIPTION:
Citation:	Lambert, Fabrice; Delmonte, Barbara; Petit, Jean Robert; Bigler, Matthias; Kaufmann, Patrik R; Hutterli, Manuel A; Stocker, Thomas F; Ruth, Urs; Steffensen, Jørgen Peder; Maggi, Valter (2008): Dust concentration measured with a laser particle counter of ice core EDC [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.695985, 
	In supplement to: Lambert, F et al. (2008): Dust-climate couplings over the past 800,000 years from the EPICA Dome C ice core. Nature, 452, 616-619, https://doi.org/10.1038/nature06763
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	LATITUDE: -75.100000 * LONGITUDE: 123.350000
	DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00
	MINIMUM DEPTH, ice/snow: 24.20 m * MAXIMUM DEPTH, ice/snow: 3188.90 m
Event(s):	EDC (EPICA Dome C) (URI: https://en.wikipedia.org/wiki/Dome_C) * LATITUDE: -75.100000 * LONGITUDE: 123.350000 * DATE/TIME START: 1993-01-01T00:00:00 * DATE/TIME END: 2004-12-31T00:00:00 * ELEVATION: 3233.0 m * RECOVERY: 3300 m * LOCATION: Dome C, Antarctica * CAMPAIGN: Dome_C * METHOD/DEVICE: Ice drill (ICEDRILL) * COMMENT: Drill site is 56 km from the site of a previous Dome C core that provided records extending into the last glacial period, and 560 km from the site of the Vostok cores. The completion of the Dome C core was delayed when the first drilling became stuck at 788 m in 1999 (EDC96).
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	Age model [ka] (Age model) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: Age model, ice flow model * COMMENT: EDC3 time scale
	Dust concentration [µg/kg] (Dust conc) * PI: Stocker, Thomas F (https://orcid.org/0000-0003-1245-2728, thomas.stocker@climate.unibe.ch) * METHOD/DEVICE: Laser particle counter, KLOTZ
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10326 data points
*/
Depth ice/snow [m]	Age model [ka]	Dust conc [µg/kg]
830.50	49.167	232.37
831.05	49.218	346.33
832.70	49.375	195.35
833.25	49.426	178.70
833.80	49.477	233.78
834.35	49.526	288.79
834.90	49.575	211.29
835.45	49.624	252.08
836.00	49.673	212.62
838.20	49.869	341.13
838.75	49.918	289.51
839.30	49.970	223.06
839.85	50.022	198.03
840.40	50.071	278.73
840.95	50.118	238.68
841.50	50.166	208.80
842.05	50.212	270.64
844.25	50.411	167.50
844.80	50.458	102.99
848.65	50.798	88.28
849.20	50.846	80.67
849.75	50.896	100.79
850.30	50.945	104.30
850.85	50.993	98.11
851.40	51.041	100.04
851.95	51.092	86.14
852.50	51.143	116.33
853.05	51.193	145.79
853.60	51.242	97.62
854.15	51.291	97.09
854.70	51.339	92.19
855.25	51.387	123.74
855.80	51.436	146.29
856.35	51.483	107.87
856.90	51.528	110.18
857.45	51.575	122.78
858.00	51.622	114.35
858.55	51.671	118.85
859.10	51.719	105.69
859.65	51.765	155.03
860.20	51.811	144.17
860.75	51.854	116.47
861.30	51.901	85.50
861.85	51.947	89.27
862.40	51.990	65.67
862.95	52.032	111.00
863.50	52.075	111.53
864.05	52.117	48.74
864.60	52.163	78.25
865.15	52.212	53.26
865.70	52.258	60.22
866.25	52.305	113.25
866.80	52.352	174.54
867.35	52.398	51.76
869.00	52.535	48.03
869.55	52.580	60.21
870.65	52.668	73.49
871.20	52.713	48.70
871.75	52.757	67.95
872.30	52.799	42.59
872.85	52.843	46.18
873.40	52.888	85.83
873.95	52.935	153.15
874.50	52.982	88.99
875.05	53.026	63.20
875.60	53.067	75.86
876.15	53.110	74.01
876.70	53.153	51.98
877.25	53.195	41.32
877.80	53.237	52.86
878.35	53.278	40.78
878.90	53.318	62.13
879.45	53.359	43.33
880.00	53.399	29.82
880.55	53.440	30.36
881.10	53.482	47.62
881.65	53.526	59.69
882.20	53.571	36.23
882.75	53.617	44.62
883.30	53.666	62.59
883.85	53.714	49.40
884.40	53.761	65.53
884.95	53.804	63.22
885.50	53.848	66.47
886.05	53.893	83.18
886.60	53.938	66.87
887.15	53.984	67.97
887.70	54.031	106.94
888.25	54.078	95.51
888.80	54.125	89.16
889.35	54.169	83.86
889.90	54.213	118.30
890.45	54.256	119.93
891.00	54.301	138.15
891.55	54.347	99.09
892.10	54.396	105.16
892.65	54.445	168.03
893.20	54.495	172.15
893.75	54.544	150.34
894.30	54.594	179.66
894.85	54.645	129.06
895.40	54.697	165.47
895.95	54.748	122.12
896.50	54.797	145.16
897.05	54.843	116.84
897.60	54.890	130.92
898.15	54.937	112.42
898.70	54.982	109.30
899.25	55.027	151.13
899.80	55.074	226.85
900.35	55.122	220.76
900.90	55.168	174.75
901.45	55.216	192.56
902.00	55.264	157.93
902.55	55.310	170.26
903.10	55.358	169.25
903.65	55.409	260.69
904.20	55.458	165.82
904.75	55.505	187.81
905.30	55.554	208.02
905.85	55.603	280.64
906.40	55.654	216.14
906.95	55.707	210.36
907.50	55.761	190.29
908.05	55.813	245.66
908.60	55.864	253.63
909.15	55.918	230.79
909.70	55.971	207.58
910.25	56.023	308.45
910.80	56.076	229.47
912.45	56.226	197.81
913.00	56.275	254.09
913.55	56.326	231.14
914.10	56.376	237.10
914.65	56.424	172.69
915.20	56.474	224.82
915.75	56.523	202.95
916.30	56.571	187.61
916.85	56.618	198.63
917.40	56.669	150.43
917.95	56.716	164.88
918.50	56.766	141.51
919.05	56.812	160.38
919.60	56.858	98.99
920.15	56.903	103.72
920.70	56.948	146.71
921.25	56.994	106.78
921.80	57.041	79.93
922.35	57.086	65.92
922.90	57.130	77.79
923.45	57.172	202.28
924.00	57.216	120.97
924.55	57.258	85.87
925.10	57.300	64.26
925.65	57.346	142.01
926.20	57.395	93.28
926.75	57.443	95.44
927.30	57.488	66.55
927.85	57.532	82.74
928.40	57.578	87.42
928.95	57.625	74.61
929.50	57.669	74.95
930.05	57.713	76.75
930.60	57.760	76.87
931.15	57.809	129.02
931.70	57.857	89.61
932.25	57.904	64.81
932.80	57.949	71.26
933.35	57.994	54.98
933.90	58.039	68.72
934.45	58.081	57.25
935.00	58.127	52.00
935.55	58.170	43.97
936.10	58.212	34.44
936.65	58.254	40.89
937.20	58.297	55.40
937.75	58.338	54.98
938.30	58.379	47.37
938.85	58.422	54.06
939.40	58.467	240.47
939.95	58.511	36.39
940.50	58.552	45.08
941.05	58.592	37.81
941.60	58.633	40.44
942.15	58.676	52.35
942.70	58.718	37.91
943.25	58.760	45.87
943.80	58.803	46.30
944.35	58.847	43.00
944.90	58.892	51.57
945.45	58.936	40.96
946.00	58.980	42.77
946.55	59.024	52.60
947.10	59.067	65.81
947.65	59.110	69.47
948.20	59.153	53.82
948.75	59.201	44.44
949.30	59.242	42.28
949.85	59.286	82.47
950.40	59.333	83.71
950.95	59.381	65.83
951.50	59.426	40.92
952.05	59.469	65.27
952.60	59.514	70.49
953.15	59.560	73.03
953.70	59.606	94.38
954.25	59.651	68.86
954.80	59.700	67.97
955.35	59.747	73.28
955.90	59.791	72.82
956.45	59.835	96.28
957.00	59.879	123.21
957.55	59.925	135.07
958.10	59.972	147.65
958.65	60.020	187.70
959.20	60.068	151.45
959.75	60.116	182.86
960.30	60.166	239.33
960.85	60.216	194.94
961.40	60.265	231.99
961.95	60.313	210.04
962.50	60.364	433.20
963.05	60.414	476.84
963.60	60.460	244.32
964.15	60.510	139.33
964.70	60.558	108.27
965.25	60.603	153.42
965.80	60.649	146.34
966.35	60.697	150.31
966.90	60.747	152.33
967.45	60.797	147.05
968.00	60.847	167.92
968.55	60.896	165.31
969.10	60.944	184.56
969.65	60.994	228.54
970.20	61.045	184.10
970.75	61.094	190.61
971.30	61.142	164.32
971.85	61.192	172.05
972.40	61.242	262.34
972.95	61.292	165.03
973.50	61.343	231.87
974.05	61.394	186.60
974.60	61.447	284.33
975.15	61.499	266.08
975.70	61.550	293.50
976.25	61.601	304.58
976.80	61.654	284.81
977.35	61.706	269.05
977.90	61.757	271.25
978.45	61.809	234.90
979.00	61.863	277.36
979.55	61.919	282.33
980.10	61.974	299.61
980.65	62.033	335.29
981.20	62.089	413.63
981.75	62.144	345.91
982.30	62.198	390.39
982.85	62.254	448.93
983.40	62.312	480.77
983.95	62.371	548.86
984.50	62.428	630.31
985.05	62.480	703.11
985.60	62.539	786.92
986.15	62.598	686.18
986.70	62.657	534.26
987.25	62.715	602.47
987.80	62.771	607.63
988.35	62.832	658.88
988.90	62.894	727.48
989.45	62.953	535.88
990.00	63.012	517.00
990.55	63.079	536.95
991.10	63.141	622.56
991.65	63.203	563.80
992.20	63.265	579.16
992.75	63.326	599.96
993.30	63.388	326.19
993.85	63.448	324.75
994.40	63.508	264.46
994.95	63.564	277.69
995.50	63.615	339.40
996.05	63.666	329.63
996.60	63.720	281.38
997.15	63.771	578.60
997.70	63.829	867.98
998.25	63.884	365.03
998.80	63.938	277.69
999.35	63.989	364.86
999.90	64.042	477.52
1000.45	64.100	322.00
1001.00	64.160	389.06
1001.55	64.218	470.42
1002.10	64.278	599.89
1002.65	64.340	716.77
1003.20	64.399	736.57
1003.75	64.457	769.86
1004.30	64.516	657.92
1004.85	64.577	616.98
1005.40	64.635	643.41
1005.95	64.697	720.15
1006.50	64.756	445.27
1007.05	64.817	376.01
1007.60	64.879	430.11
1008.15	64.939	586.75
1008.70	64.998	535.73
1009.25	65.054	608.99
1009.80	65.111	553.93
1010.35	65.173	604.72
1010.90	65.232	627.92
1011.45	65.293	645.70
1012.00	65.353	679.77
1012.55	65.415	1000.10
1013.10	65.479	1140.69
1013.65	65.539	1284.70
1014.20	65.603	1066.63
1014.75	65.663	947.61
1015.30	65.724	614.52
1015.85	65.788	664.20
1016.40	65.852	629.52
1016.95	65.914	554.04
1017.50	65.977	642.40
1018.05	66.042	629.66
1018.60	66.106	556.19
1019.15	66.170	336.34
1019.70	66.236	392.86
1020.25	66.299	509.13
1020.80	66.362	772.84
1021.35	66.423	788.67
1021.90	66.485	490.37
1022.45	66.541	526.60
1023.00	66.606	512.11
1023.55	66.667	612.42
1024.10	66.727	657.85
1024.65	66.790	764.09
1025.20	66.853	1019.25
1025.75	66.913	962.42
1026.30	66.976	1015.05
1026.85	67.041	881.76
1027.40	67.103	936.05
1027.95	67.167	951.84
1028.50	67.231	1019.63
1029.05	67.296	1026.90
1029.60	67.358	786.53
1030.15	67.421	647.24
1030.70	67.485	779.62
1031.25	67.546	797.01
1031.80	67.604	861.07
1032.35	67.666	740.38
1032.90	67.729	822.45
1033.45	67.793	625.70
1034.00	67.848	740.12
1034.55	67.908	783.06
1035.10	67.969	603.91
1035.65	68.029	689.64
1036.20	68.091	656.40
1036.75	68.158	791.86
1037.30	68.224	698.73
1037.85	68.289	538.58
1038.40	68.346	441.46
1038.95	68.403	303.46
1039.50	68.460	446.38
1040.05	68.517	421.59
1040.60	68.574	388.64
1041.15	68.631	407.53
1041.70	68.692	458.15
1042.25	68.751	437.48
1042.80	68.816	764.00
1043.35	68.879	489.96
1043.90	68.943	611.45
1044.45	69.009	429.69
1045.00	69.074	506.47
1045.55	69.141	416.69
1046.10	69.204	421.72
1046.65	69.268	373.95
1047.20	69.332	341.09
1047.75	69.394	214.39
1048.30	69.450	283.75
1048.85	69.511	326.37
1049.40	69.573	334.51
1049.95	69.632	342.10
1050.50	69.686	246.07
1051.05	69.741	218.59
1051.60	69.796	231.48
1052.15	69.854	155.57
1052.70	69.913	130.50
1053.25	69.969	111.69
1053.80	70.025	102.15
1054.35	70.081	88.09
1054.90	70.137	69.49
1055.45	70.190	92.18
1056.00	70.241	63.23
1056.55	70.296	80.86
1057.10	70.347	43.73
1057.65	70.399	38.72
1058.20	70.450	64.36
1058.75	70.500	33.11
1059.30	70.546	43.96
1059.85	70.594	45.22
1060.40	70.641	56.16
1060.95	70.688	47.89
1061.50	70.733	38.50
1062.05	70.779	30.86
1062.60	70.826	39.23
1063.15	70.873	57.49
1063.70	70.922	80.99
1064.25	70.976	84.51
1064.80	71.030	32.77
1065.35	71.078	58.69
1065.90	71.130	43.15
1066.45	71.182	57.24
1067.00	71.231	55.76
1067.55	71.280	42.68
1068.10	71.330	74.43
1068.65	71.383	98.07
1069.20	71.438	63.94
1069.75	71.491	52.86
1070.30	71.544	56.65
1070.85	71.592	115.79
1071.40	71.645	48.65
1071.95	71.697	42.69
1072.50	71.750	53.44
1073.05	71.804	65.67
1073.60	71.857	57.10
1074.15	71.910	58.78
1074.70	71.964	74.98
1075.25	72.019	83.46
1075.80	72.074	107.13
1076.35	72.132	140.99
1076.90	72.187	138.67
1077.45	72.244	189.92
1078.00	72.301	243.10
1078.55	72.363	227.24
1079.10	72.426	165.89
1079.65	72.486	136.37
1080.20	72.547	121.64
1080.75	72.608	126.22
1081.30	72.669	145.33
1081.85	72.727	103.99
1082.40	72.785	100.11
1082.95	72.843	199.75
1083.50	72.899	93.36
1084.05	72.956	88.03
1084.60	73.012	93.40
1085.15	73.066	75.89
1085.70	73.119	79.64
1086.25	73.172	67.24
1086.80	73.225	88.18
1087.35	73.281	80.03
1087.90	73.333	54.78
1088.45	73.387	52.67
1089.00	73.440	90.56
1089.55	73.495	87.14
1090.10	73.545	46.09
1090.65	73.598	55.66
1091.20	73.650	135.36
1091.75	73.701	39.69
1092.30	73.752	65.46
1092.85	73.804	52.73
1093.40	73.854	60.58
1093.95	73.903	65.16
1094.50	73.947	56.26
1095.05	73.994	52.35
1095.60	74.042	57.67
1096.15	74.090	61.67
1096.70	74.135	43.97
1097.25	74.183	42.38
1097.80	74.228	45.31
1098.35	74.274	53.84
1098.90	74.322	47.46
1099.45	74.368	42.17
1100.00	74.414	34.74
1100.55	74.459	35.30
1101.10	74.503	46.70
1101.65	74.543	33.00
1102.20	74.587	27.00
1102.75	74.630	36.57
1103.30	74.674	38.39
1103.85	74.721	44.44
1104.40	74.768	45.00
1104.95	74.816	53.45
1105.50	74.864	42.32
1106.05	74.913	47.38
1106.60	74.962	53.84
1107.15	75.011	65.65
1107.70	75.063	76.93
1108.25	75.114	90.59
1108.80	75.165	114.98
1109.35	75.215	81.92
1109.90	75.265	77.29
1110.45	75.316	107.62
1111.00	75.368	98.76
1111.55	75.421	128.99
1112.10	75.474	108.46
1112.65	75.527	131.59
1113.20	75.582	156.07
1113.75	75.636	133.56
1114.30	75.693	190.40
1114.85	75.749	246.91
1115.40	75.808	236.14
1115.95	75.868	251.45
1116.50	75.926	227.27
1117.05	75.982	214.79
1117.60	76.038	150.57
1118.15	76.091	137.53
1118.70	76.144	199.94
1119.25	76.202	145.19
1119.80	76.258	155.28
1120.35	76.312	150.57
1120.90	76.365	151.32
1121.45	76.419	174.81
1122.00	76.478	186.14
1122.55	76.531	205.34
1123.10	76.587	207.02
1123.65	76.639	227.91
1124.20	76.692	227.45
1124.75	76.749	176.76
1125.30	76.806	171.39
1125.85	76.861	142.87
1126.40	76.916	185.38
1126.95	76.969	134.40
1127.50	77.021	135.85
1128.05	77.073	130.35
1128.60	77.125	116.35
1129.15	77.179	123.94
1129.70	77.229	122.99
1130.25	77.281	126.01
1130.80	77.332	142.83
1131.35	77.382	151.45
1131.90	77.435	175.56
1132.45	77.492	153.94
1133.00	77.546	157.46
1133.55	77.601	169.36
1134.10	77.658	164.91
1134.65	77.715	125.47
1135.20	77.771	144.98
1135.75	77.825	111.04
1136.30	77.880	133.21
1136.85	77.935	143.93
1137.40	77.989	161.45
1137.95	78.041	159.98
1138.50	78.094	143.25
1139.05	78.149	109.20
1139.60	78.200	107.93
1140.15	78.252	169.67
1140.70	78.310	119.35
1141.25	78.364	124.94
1141.80	78.415	120.58
1142.35	78.465	139.05
1142.90	78.518	149.04
1143.45	78.570	119.75
1144.00	78.620	177.17
1144.55	78.670	128.61
1145.10	78.719	109.29
1145.65	78.767	112.92
1146.20	78.817	122.66
1146.75	78.868	131.01
1147.30	78.919	110.68
1147.85	78.969	111.60
1148.40	79.022	128.26
1148.95	79.076	106.16
1149.50	79.127	105.04
1150.05	79.178	88.61
1150.60	79.228	105.39
1151.15	79.280	75.86
1151.70	79.327	80.85
1152.25	79.374	68.50
1152.80	79.421	86.94
1153.35	79.470	74.90
1153.90	79.520	100.31
1154.45	79.571	85.03
1155.00	79.621	72.91
1155.55	79.670	89.01
1156.10	79.716	99.23
1156.65	79.762	97.17
1157.20	79.810	117.56
1157.75	79.860	73.65
1158.30	79.910	89.38
1158.85	79.961	85.03
1159.40	80.011	81.22
1159.95	80.059	75.96
1160.50	80.107	76.28
1161.05	80.153	70.01
1161.60	80.198	75.13
1162.15	80.249	79.30
1162.70	80.297	68.88
1163.25	80.346	73.07
1163.80	80.392	68.15
1164.35	80.440	93.60
1164.90	80.489	77.06
1165.45	80.537	63.92
1166.00	80.586	60.77
1166.55	80.633	54.48
1167.10	80.679	61.92
1167.65	80.726	80.03
1168.20	80.774	65.16
1168.75	80.821	131.20
1169.30	80.869	88.23
1169.85	80.918	56.00
1170.40	80.966	50.58
1170.95	81.016	62.46
1171.50	81.065	56.94
1172.05	81.114	80.52
1172.60	81.164	52.28
1173.15	81.215	65.96
1173.70	81.264	57.09
1174.25	81.310	122.18
1174.80	81.355	77.26
1175.35	81.401	75.19
1175.90	81.450	56.51
1176.45	81.499	64.77
1177.00	81.545	68.46
1177.55	81.591	57.30
1178.10	81.637	72.41
1178.65	81.683	44.94
1179.20	81.725	45.33
1179.75	81.767	60.44
1180.30	81.810	70.67
1180.85	81.855	51.71
1181.40	81.899	58.96
1181.95	81.943	56.33
1182.50	81.992	45.83
1183.05	82.037	61.32
1183.60	82.084	52.16
1184.15	82.128	49.61
1184.70	82.174	32.84
1185.25	82.218	38.81
1185.80	82.261	43.89
1186.35	82.303	53.92
1186.90	82.343	46.03
1187.45	82.386	57.91
1188.00	82.427	84.19
1188.55	82.469	57.12
1189.10	82.512	43.20
1189.65	82.554	46.89
1190.20	82.599	53.53
1190.75	82.642	50.80
1191.30	82.680	50.92
1191.85	82.721	55.25
1192.40	82.763	53.05
1192.95	82.804	46.19
1193.50	82.846	55.49
1194.05	82.889	38.71
1194.60	82.932	38.48
1195.15	82.974	46.78
1195.70	83.016	27.97
1196.25	83.057	47.12
1196.80	83.098	23.03
1197.35	83.137	52.35
1197.90	83.176	36.61
1198.45	83.216	42.64
1199.00	83.255	53.11
1199.55	83.294	42.01
1200.10	83.333	37.59
1200.65	83.375	51.78
1201.20	83.417	35.55
1201.75	83.460	33.84
1202.30	83.503	32.20
1202.85	83.545	46.61
1203.40	83.589	36.59
1203.95	83.632	49.52
1204.50	83.675	40.36
1205.05	83.716	46.99
1205.60	83.756	43.87
1206.15	83.796	49.81
1206.70	83.843	42.92
1207.25	83.885	46.45
1207.80	83.929	50.32
1208.35	83.970	77.67
1208.90	84.012	70.93
1209.45	84.054	140.12
1210.00	84.097	107.27
1210.55	84.142	49.72
1211.10	84.184	45.92
1211.65	84.231	32.92
1212.20	84.276	26.76
1212.75	84.322	39.10
1213.30	84.367	34.88
1213.85	84.411	35.26
1214.40	84.455	44.49
1214.95	84.500	44.24
1215.50	84.544	32.23
1216.05	84.589	35.60
1216.60	84.632	26.40
1217.15	84.674	33.91
1217.70	84.719	30.37
1218.25	84.765	42.80
1218.80	84.813	26.83
1219.35	84.858	62.84
1219.90	84.903	20.94
1220.45	84.951	40.20
1221.00	84.999	44.92
1221.55	85.046	42.68
1222.10	85.093	51.32
1222.65	85.142	44.70
1223.20	85.188	41.13
1223.75	85.229	35.61
1224.30	85.276	38.61
1224.85	85.324	57.03
1225.40	85.371	50.95
1225.95	85.419	48.13
1226.50	85.468	58.70
1227.05	85.515	68.93
1227.60	85.564	70.49
1228.15	85.613	65.82
1228.70	85.662	52.08
1229.25	85.710	93.38
1229.80	85.759	77.03
1230.35	85.810	45.20
1230.90	85.861	69.55
1231.45	85.911	48.33
1232.00	85.962	78.14
1232.55	86.010	63.14
1233.10	86.059	66.96
1233.65	86.108	49.62
1234.20	86.157	66.12
1234.75	86.208	88.82
1235.30	86.260	113.95
1235.85	86.311	97.17
1236.40	86.362	84.09
1236.95	86.413	102.49
1237.50	86.466	126.75
1238.05	86.519	107.55
1238.60	86.574	82.37
1239.15	86.630	88.35
1239.70	86.686	137.55
1240.25	86.735	97.42
1240.80	86.790	101.48
1241.35	86.844	118.23
1241.90	86.899	113.95
1242.45	86.952	118.02
1243.00	87.008	136.84
1243.55	87.063	141.98
1244.10	87.121	198.40
1244.65	87.182	253.63
1245.20	87.246	234.37
1245.75	87.310	277.91
1246.30	87.368	189.26
1246.85	87.423	228.63
1247.40	87.481	229.78
1247.95	87.541	228.04
1248.50	87.599	226.90
1249.05	87.658	203.54
1249.60	87.714	210.62
1250.15	87.774	191.38
1250.70	87.831	185.61
1251.25	87.891	204.63
1251.80	87.949	264.40
1252.35	88.004	207.22
1252.90	88.059	153.94
1253.45	88.114	135.15
1254.00	88.172	150.81
1254.55	88.230	123.83
1255.10	88.286	119.82
1255.65	88.346	128.37
1256.20	88.401	113.39
1256.75	88.459	113.55
1257.30	88.518	125.55
1257.85	88.574	119.94
1258.40	88.631	166.64
1258.95	88.688	108.62
1259.50	88.742	80.74
1260.05	88.794	102.77
1260.60	88.847	128.21
1261.15	88.899	130.24
1261.70	88.952	131.15
1262.25	89.005	111.05
1262.80	89.062	84.37
1263.35	89.119	106.81
1263.90	89.174	83.09
1264.45	89.230	170.49
1265.00	89.286	165.67
1265.55	89.336	109.20
1266.10	89.387	93.88
1266.65	89.438	101.77
1267.20	89.489	74.66
1267.75	89.540	83.83
1268.30	89.592	129.41
1268.85	89.650	105.12
1269.40	89.705	119.72
1269.95	89.757	143.31
1270.50	89.808	353.87
1271.05	89.861	157.40
1271.60	89.913	71.22
1272.15	89.963	64.00
1272.70	90.012	81.23
1273.25	90.062	68.16
1273.80	90.115	63.18
1274.35	90.168	110.56
1274.90	90.222	56.95
1275.45	90.274	89.29
1276.00	90.324	88.31
1276.55	90.380	78.35
1277.10	90.436	68.69
1277.65	90.489	118.07
1278.20	90.540	168.68
1278.75	90.600	90.96
1279.30	90.660	58.80
1279.85	90.719	70.59
1280.40	90.777	56.05
1280.95	90.833	64.69
1281.50	90.888	73.09
1282.05	90.939	70.26
1282.60	90.991	93.34
1283.15	91.046	63.93
1283.70	91.101	53.99
1284.25	91.156	56.65
1284.80	91.213	52.84
1285.35	91.270	54.80
1285.90	91.328	104.95
1286.45	91.385	50.56
1287.00	91.441	85.19
1287.55	91.500	59.61
1288.10	91.550	52.09
1288.65	91.602	46.83
1289.20	91.657	49.19
1289.75	91.714	76.86
1290.30	91.771	64.93
1290.85	91.825	63.50
1291.40	91.880	65.80
1291.95	91.935	59.54
1292.50	91.987	49.32
1293.05	92.040	66.61
1293.60	92.094	55.90
1294.15	92.148	65.34
1294.70	92.204	44.04
1295.25	92.260	54.30
1295.80	92.315	58.89
1296.35	92.368	54.63
1296.90	92.418	45.89
1297.45	92.471	79.84
1298.00	92.525	80.84
1298.55	92.577	55.34
1299.10	92.629	50.15
1299.65	92.679	59.71
1300.20	92.734	50.11
1300.75	92.786	42.47
1301.30	92.838	42.39
1301.85	92.889	39.18
1302.40	92.941	43.59
1302.95	92.995	49.96
1303.50	93.051	46.90
1304.05	93.104	69.11
1304.60	93.157	63.00
1305.15	93.211	41.17
1305.70	93.264	30.69
1306.25	93.315	52.62
1306.80	93.364	50.58
1307.35	93.414	86.41
1307.90	93.465	37.88
1308.45	93.517	58.38
1309.00	93.572	49.75
1309.55	93.626	56.25
1310.10	93.676	40.30
1310.65	93.725	68.94
1311.20	93.778	64.91
1311.75	93.830	60.88
1312.30	93.880	47.45
1312.85	93.931	43.70
1313.40	93.983	46.74
1313.95	94.034	83.84
1314.50	94.084	34.11
1315.05	94.133	37.72
1315.60	94.182	33.68
1316.15	94.232	42.88
1316.70	94.286	38.14
1317.25	94.335	42.95
1317.80	94.386	35.68
1318.35	94.440	41.07
1318.90	94.490	31.77
1319.45	94.542	33.79
1320.00	94.595	27.93
1320.55	94.649	38.21
1321.10	94.705	33.17
1321.65	94.757	34.04
1322.20	94.805	21.51
1322.75	94.849	40.85
1323.30	94.893	32.11
1323.85	94.941	39.45
1324.40	94.987	30.57
1324.95	95.034	46.89
1325.50	95.083	48.50
1326.05	95.132	35.53
1326.60	95.182	33.33
1327.15	95.234	50.40
1327.70	95.288	39.22
1328.25	95.341	43.59
1328.80	95.394	29.83
1329.35	95.449	36.30
1329.90	95.502	19.37
1330.45	95.555	30.24
1331.00	95.609	29.97
1331.55	95.661	25.63
1332.10	95.714	23.08
1332.65	95.767	62.96
1333.20	95.819	52.90
1333.75	95.871	38.39
1334.30	95.924	50.12
1334.85	95.972	41.64
1335.40	96.024	38.47
1335.95	96.079	39.59
1336.50	96.130	35.64
1337.05	96.182	64.21
1337.60	96.232	27.64
1338.15	96.280	47.16
1338.70	96.331	48.65
1339.25	96.385	46.14
1339.80	96.438	27.56
1340.35	96.486	28.03
1340.90	96.543	48.16
1341.45	96.597	52.87
1342.00	96.649	39.73
1342.55	96.699	45.58
1343.10	96.752	33.21
1343.65	96.804	35.67
1344.20	96.855	54.07
1344.75	96.906	48.04
1345.30	96.958	72.12
1345.85	97.011	60.20
1346.40	97.065	40.59
1346.95	97.116	54.02
1347.50	97.167	48.27
1348.05	97.218	55.00
1348.60	97.268	37.27
1349.15	97.319	43.53
1349.70	97.369	42.77
1350.25	97.420	62.02
1350.80	97.472	63.35
1351.35	97.525	44.98
1351.90	97.575	47.29
1352.45	97.629	61.95
1353.00	97.682	89.68
1353.55	97.735	55.27
1354.10	97.783	49.89
1354.65	97.832	48.41
1355.20	97.885	41.84
1355.75	97.940	43.61
1356.30	97.994	53.90
1356.85	98.046	87.13
1357.40	98.095	67.30
1357.95	98.146	74.25
1358.50	98.197	47.76
1359.05	98.251	92.28
1359.60	98.302	124.48
1360.15	98.355	192.30
1360.70	98.408	93.00
1361.25	98.459	69.54
1361.80	98.509	64.23
1362.35	98.560	76.07
1362.90	98.610	73.36
1363.45	98.662	81.06
1364.00	98.717	64.66
1364.55	98.772	93.27
1365.10	98.825	75.22
1365.65	98.880	128.97
1366.20	98.933	88.98
1366.75	98.990	113.67
1367.30	99.041	70.84
1367.85	99.094	74.41
1368.40	99.147	66.49
1368.95	99.205	109.84
1369.50	99.263	59.39
1370.05	99.318	92.22
1370.60	99.372	72.60
1371.15	99.427	87.40
1371.70	99.482	85.47
1372.25	99.535	101.59
1372.80	99.586	118.53
1373.35	99.641	84.48
1373.90	99.692	74.22
1374.45	99.743	107.89
1375.00	99.795	81.20
1375.55	99.848	83.64
1376.10	99.904	78.07
1376.65	99.957	92.12
1377.20	100.010	90.04
1377.75	100.062	82.76
1378.30	100.114	87.64
1378.85	100.166	107.67
1379.40	100.218	70.96
1379.95	100.269	114.29
1380.50	100.321	96.48
1381.05	100.374	88.53
1381.60	100.426	73.17
1382.15	100.477	99.02
1382.70	100.529	71.26
1383.25	100.580	86.60
1383.80	100.634	87.76
1384.35	100.687	85.05
1384.90	100.739	71.63
1385.45	100.791	119.10
1386.00	100.842	76.76
1386.55	100.893	163.18
1387.10	100.948	79.73
1387.65	101.003	91.77
1388.20	101.058	67.01
1388.75	101.113	80.00
