record_id,title,authors,year,venue,identifier_type,identifier,url,domain_primary,domain_secondary,oric_branch,hypothesis_ids,evidence_role,data_available,code_available,open_access,screening_tier,screening_status,metadata_quality,source_origin,source_file,notes,citation_raw
PUB-0125,"24. Moody, E. R. R. et al. « The Nature of the Last Universal Common Ancestor and Its Impact on the Early Earth System ». Nature Ecology & Evolution 8, 1654-1666 (2024). 25. Crick, F. H. C. « The Origin of the Genetic Code ». Journal of Molecular Biology 38, 367-379 (1968). 2836(68)90392-6. 26. Copley, S. D., Smith, E. et Morowitz, H. J. « A Mechanism for the Association of Amino Acids with Their Codons and the Origin",,1968,,doi,10.1016/0022,https://doi.org/10.1016/0022,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,méthode / outil,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,2 occurrence(s) dans le dossier,"24. Moody, E. R. R. et al. « The Nature of the Last Universal Common Ancestor and Its Impact on the Early Earth System ». Nature Ecology & Evolution 8, 1654-1666 (2024). doi:10.1038/s41559-024-02461-1. 25. Crick, F. H. C. « The Origin of the Genetic Code ». Journal of Molecular Biology 38, 367-379 (1968). doi:10.1016/0022- 2836(68)90392-6. 26. Copley, S. D., Smith, E. et Morowitz, H. J. « A Mechanism for the Association of Amino Acids with Their Codons and the Origin"
PUB-0126,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1126/science.177.4047.393,https://doi.org/10.1126/science.177.4047.393,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0127,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1051/0004-6361/201833910,https://doi.org/10.1051/0004-6361/201833910,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0128,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1126/science.1063991,https://doi.org/10.1126/science.1063991,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0129,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1086/426677,https://doi.org/10.1086/426677,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0130,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1126/science.1192035,https://doi.org/10.1126/science.1192035,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0131,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1038/s41467-022-28589-x,https://doi.org/10.1038/s41467-022-28589-x,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0132,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1126/science.289.5480.756,https://doi.org/10.1126/science.289.5480.756,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0133,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1038/s41467-024-53226-0,https://doi.org/10.1038/s41467-024-53226-0,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0134,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1073/pnas.0501049102,https://doi.org/10.1073/pnas.0501049102,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0135,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1007/bf01397394,https://doi.org/10.1007/bf01397394,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0136,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1103/physrevd.110.030001,https://doi.org/10.1103/physrevd.110.030001,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
PUB-0137,Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours act,,,,doi,10.1103/physrevd.102.114042,https://doi.org/10.1103/physrevd.102.114042,matter_chronology,,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,à vérifier,à vérifier,à vérifier,B — citation/identifiant vérifié dans ORI-C,métadonnées partielles,identifiant stable; titre brut à nettoyer,Corpus ORI-C v11,01_branche_matiere/article/Chronologie_des_architectures_de_la_matiere_ORI-C.pdf,3 occurrence(s) dans le dossier,"Molécules N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 11 Formation de HeH+ Post-recombinaison; détection actuelle dans NGC 7027 Première liaison moléculaire cosmique candidate Existence observée; présence primordiale inférée 12 Formation de H₂ et HD Après la recombinaison; avant les premières étoiles Refroidissement moléculaire du gaz primordial Inféré et modélisé 13 Chimie carbonée simple du milieu interstellaire Après l'enrichissement stellaire; toujours active Réseaux de molécules C, N et O Observé 14 Manteaux de glace sur les grains Nuages froids enrichis; récurrence locale Chimie de surface et stockage des volatils Observé 15 Molécules organiques complexes et cages carbonées Régions enrichies; récurrence astrophysique Chimie carbonée étendue Observé pour plusieurs espèces Solides cosmiques N° Transition Fenêtre ou ancrage principal Domaine ouvert Statut méthodologique 16 Condensation de grains présolaires Premières générations enrichies; processus continu Phases solides et surfaces réactives Observé dans météorites et spectres 17 Formation des CAI 4,567 Ga avant aujourd'hui; datations isotopiques Chronomètre des premiers solides du Système solaire Objet observé; âge inféré 18 Formation des chondres et remaniement thermique des solides réfractaires Premiers millions d'années du Système solaire Solides ignés, textures thermiques et héritages remaniés Architecture observée; mécanisme partiellement établi 19 Concentration collective des galets Premiers millions d'années des disques Franchissement du seuil vers les planétésimaux Physiquem"
