record_id,domain_primary,oric_branch,hypothesis_ids,evidence_role,screening_tier,priority,action_possible,reason
PUB-0122,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0123,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0124,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0125,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,méthode / outil,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0126,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0127,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0128,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0129,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0130,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0131,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0132,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0133,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0134,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0135,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0136,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0137,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0138,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0139,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0140,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0141,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0142,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0143,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0144,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0145,matter_chronology,Branche 1 — matière,H-M-001;H-S-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0146,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0147,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0148,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0149,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0150,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0151,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0152,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0153,microbiology_antibiotics,Branche 3 — vivant,H-V-002;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,1,réanalyse OOS sur données ORI-C,priorité fondée sur les verrous de l’état initial
PUB-0154,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,synthèse / cadrage,A — titre/résumé vérifié,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0155,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0156,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,A — titre/résumé vérifié,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0157,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,A — titre/résumé vérifié,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0158,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0159,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0160,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0161,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0162,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0163,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,méthode / outil,A — titre/résumé vérifié,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0164,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0165,nonequilibrium_memory,Socle / transversal,H-S-001;H-S-003;H-V-001;H-T-001;H-T-002,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,"séparer relaxation, hystérésis et mémoire",priorité fondée sur les verrous de l’état initial
PUB-0166,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0167,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0168,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0169,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0170,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0171,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,méthode / outil,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0172,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0173,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0174,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,données,A — titre/résumé vérifié,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0175,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0176,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0177,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0178,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0179,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0180,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0181,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0182,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0183,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0184,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0185,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0186,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0187,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0188,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0189,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0190,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0191,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0192,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0193,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0194,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0195,orbital_dynamics,"Branche 2 — planètes, Système solaire et climat",H-A-001;H-C-010,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,reproduire et étendre A1–A6,priorité fondée sur les verrous de l’état initial
PUB-0196,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0197,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0198,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0199,other_cross_domain,Socle / transversal,,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0200,other_cross_domain,Socle / transversal,,méthode / outil,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0201,other_cross_domain,Socle / transversal,,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0202,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0203,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0204,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0205,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0206,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0207,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0208,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0209,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0210,other_cross_domain,Socle / transversal,,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0211,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0212,other_cross_domain,Socle / transversal,,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0213,other_cross_domain,Socle / transversal,,modèle concurrent / banc de test,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0214,other_cross_domain,Socle / transversal,,modèle concurrent / banc de test,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0215,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0216,other_cross_domain,Socle / transversal,,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0217,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0218,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0219,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0220,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0221,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0222,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0223,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0224,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0225,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,modèle concurrent / banc de test,A — titre/résumé vérifié,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0226,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0227,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,modèle concurrent / banc de test,A — titre/résumé vérifié,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0228,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0229,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0230,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0231,paleoclimate,"Branche 2 — planètes, Système solaire et climat",H-C-001;H-C-002;H-C-003;H-C-004;H-C-005;H-C-006;H-C-007;H-C-008;H-C-009;H-C-014;H-C-015;H-C-017,méthode / outil,B — citation/identifiant vérifié dans ORI-C,2,benchmark contre nouvelles familles,priorité fondée sur les verrous de l’état initial
PUB-0232,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,A — titre/résumé vérifié,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0233,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,modèle concurrent / banc de test,A — titre/résumé vérifié,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0234,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0235,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,preuve disciplinaire / contexte,B — citation/identifiant vérifié dans ORI-C,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0236,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,preuve disciplinaire / contexte,C — candidat bibliographique extrait,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0237,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,synthèse / cadrage,B — citation/identifiant vérifié dans ORI-C,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0238,planetary_differentiation,"Branche 2 — planètes, Système solaire et climat",H-M-001;H-T-001,données,B — citation/identifiant vérifié dans ORI-C,2,construire modèle historique comparatif,priorité fondée sur les verrous de l’état initial
PUB-0239,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,données,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0240,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,données,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0241,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,données,B — citation/identifiant vérifié dans ORI-C,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
PUB-0242,planetary_systems,"Branche 2 — planètes, Système solaire et climat",,preuve disciplinaire / contexte,C — candidat bibliographique extrait,3,revue de pertinence,priorité fondée sur les verrous de l’état initial
