test_id,wp,technical_outcome,scientific_verdict,criterion_id,metric,threshold,message,duration_s
P3-013,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.100008375942707e-06
P3-014,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,9.999494068324566e-07
P3-015,P3,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\partition_experiments.csv,1.200009137392044e-06
P4-001,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,2.2099993657320738e-05
P4-002,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.300009898841381e-06
P4-003,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.500011421740055e-06
P4-004,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.100008375942707e-06
P4-005,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.00000761449337e-06
P4-006,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.00000761449337e-06
P4-007,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.0999501682817936e-06
P4-008,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.100008375942707e-06
P4-009,P4,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\volatile_inventory.csv,1.00000761449337e-06
P4-010,P4,pass,undetermined,,6333.0,,Demographie observationnelle des exoplanetes auditee,0.026839600002858788
P5-001,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,9.839999256655574e-05
P5-002,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,2.300017513334751e-06
P5-003,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.3999524526298046e-06
P5-004,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.400010660290718e-06
P5-005,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.100008375942707e-06
P5-006,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.100008375942707e-06
P5-007,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.800013706088066e-06
P5-008,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.200009137392044e-06
P5-009,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.0999501682817936e-06
P5-010,P5,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\late_accretion_tracers.csv,1.100008375942707e-06
P6-001,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,3.2800016924738884e-05
P6-002,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.300009898841381e-06
P6-003,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.100008375942707e-06
P6-004,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.0999501682817936e-06
P6-005,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.200009137392044e-06
P6-006,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.200009137392044e-06
P6-007,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.200009137392044e-06
P6-008,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.100008375942707e-06
P6-009,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.00000761449337e-06
P6-010,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.0999501682817936e-06
P6-011,P6,skip,undetermined,,,,Jeu de données absent: C:\Users\didou\Documents\univers\oric_v11_work\current\ORI-C_dossier_unique\plateforme\campagne_maximale_reelle\data\planetary_histories.csv,1.00000761449337e-06
P6-012,P6,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",3.400025889277458e-06
A1-001,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.200009137392044e-06
A1-002,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A1-003,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A1-004,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A1-005,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A1-006,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A1-007,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A1-008,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A1-009,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A1-010,A1,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A2-001,A2,pass,undetermined,,1.0,,Conditions initiales auditées,0.0024073999957181513
A2-002,A2,pass,undetermined,,1.0,,Conditions initiales auditées,3.2999669201672077e-06
A2-003,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.400010660290718e-06
A2-004,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.600012183189392e-06
A2-005,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.200009137392044e-06
A2-006,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.0999501682817936e-06
A2-007,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.300009898841381e-06
A2-008,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.200009137392044e-06
A2-009,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.100008375942707e-06
A2-010,A2,pass,undetermined,,1.0,,Conditions initiales auditées,1.300009898841381e-06
A3-001,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.9000144675374031e-06
A3-002,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.100008375942707e-06
A3-003,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-004,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-005,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-006,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.100008375942707e-06
A3-007,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-008,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-009,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A3-010,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A3-011,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.999471224844456e-07
A3-012,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A3-013,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,9.00006853044033e-07
A3-014,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A3-015,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,5.00003807246685e-07
A3-016,A3,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-001,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A4-002,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-003,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A4-004,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.999471224844456e-07
A4-005,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-006,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-007,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-008,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A4-009,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-010,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,6.00004568696022e-07
A4-011,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A4-012,A4,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.00005330145359e-07
A5-001,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,0.0023278999724425375
A5-002,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,2.600019797682762e-06
A5-003,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.5999539755284786e-06
A5-004,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.400010660290718e-06
A5-005,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.200009137392044e-06
A5-006,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.200009137392044e-06
A5-007,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.200009137392044e-06
A5-008,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.600012183189392e-06
A5-009,A5,pass,undetermined,,1.0,,Spectres orbitaux calculés,1.2999516911804676e-06
A5-010,A5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.800021320581436e-06
A6-001,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.200009137392044e-06
A6-002,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
A6-003,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.200009137392044e-06
A6-004,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,7.999478839337826e-07
A6-005,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,1.00000761449337e-06
A6-006,A6,blocked,undetermined,,,,Moteur exclu par le mode données réelles strict: génération ou simulation requise.,8.00006091594696e-07
C1-001,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.007188500021584332
C1-002,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.7999631129205227e-06
C1-003,C1,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,0.0018640000489540398
C1-004,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.800021320581436e-06
C1-005,C1,pass,undetermined,,0.32891846680018955,,Moteur spécialisé exécuté: climate_proxy_robustness,0.012352999998256564
C1-006,C1,pass,undetermined,,0.32891846680018955,,Moteur spécialisé exécuté: climate_proxy_robustness,3.600027412176132e-06
C1-007,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.2999593056738377e-06
C1-008,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C1-009,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C1-010,C1,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.100008375942707e-06
C2-001,C2,pass,undetermined,,,,Moteur spécialisé exécuté: climate_hysteresis,0.001660000008996576
C2-002,C2,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.004942200030200183
C2-003,C2,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.500019036233425e-06
C2-004,C2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.4999608285725117e-06
C2-005,C2,pass,undetermined,,1.458970335461693,,Moteur spécialisé exécuté: climate_identifiability,0.0017374000162817538
C2-006,C2,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",2.8999638743698597e-06
C2-007,C2,pass,undetermined,,,,Moteur spécialisé exécuté: climate_hysteresis,2.700020559132099e-06
C2-008,C2,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.100015990436077e-06
C2-009,C2,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C2-010,C2,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.0999501682817936e-06
C3-001,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.49550250003812835
C3-002,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,3.999972250312567e-06
C3-003,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.100015990436077e-06
C3-004,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.5999539755284786e-06
C3-005,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C3-006,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.500011421740055e-06
C3-007,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C3-008,C3,pass,undetermined,,0.32891846680018955,,Moteur spécialisé exécuté: climate_proxy_robustness,2.400018274784088e-06
C3-009,C3,pass,undetermined,,1.153089518143292,,Moteur spécialisé exécuté: climate_spectra,0.00273049995303154
C3-010,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,4.100031219422817e-06
C3-011,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.8999562598764896e-06
C3-012,C3,pass,undetermined,,,,Moteur spécialisé exécuté: climate_hysteresis,2.600019797682762e-06
C3-013,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.600012183189392e-06
C3-014,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C3-015,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.3999524526298046e-06
C3-016,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C3-017,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.500011421740055e-06
C3-018,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.600012183189392e-06
C3-019,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C3-020,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.3999524526298046e-06
C3-021,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.200009137392044e-06
C3-022,C3,pass,undetermined,,0.3360184643473232,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C4-001,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.006349999981466681
C4-002,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,3.300025127828121e-06
C4-003,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.100015990436077e-06
C4-004,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.800021320581436e-06
C4-005,C4,pass,undetermined,,,,Moteur spécialisé exécuté: climate_hysteresis,2.3999600671231747e-06
C4-006,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.700012944638729e-06
C4-007,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C4-008,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C4-009,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.1999509297311306e-06
C4-010,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.200009137392044e-06
C4-011,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C4-012,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C4-013,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C4-014,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.2999516911804676e-06
C4-015,C4,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.200009137392044e-06
C5-001,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,2.700020559132099e-06
C5-002,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.200009137392044e-06
C5-003,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.100008375942707e-06
C5-004,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.1999509297311306e-06
C5-005,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.300009898841381e-06
C5-006,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.300009898841381e-06
C5-007,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.200009137392044e-06
C5-008,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.200009137392044e-06
C5-009,C5,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,1.100008375942707e-06
C5-010,C5,not_run,not_applicable,,,,"Protocole enregistré. Exécution humaine, expérimentale ou externe requise. Aucun résultat n'est simulé ni inventé.",3.89997148886323e-06
C6-001,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.007134300016332418
C6-002,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,3.1999661587178707e-06
C6-003,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.00001522898674e-06
C6-004,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.500011421740055e-06
C6-005,C6,pass,undetermined,,1.153089518143292,,Moteur spécialisé exécuté: climate_spectra,2.9999646358191967e-06
C6-006,C6,pass,undetermined,,1.0,,Moteur spécialisé exécuté: climate_chronology,2.600019797682762e-06
C6-007,C6,pass,undetermined,,1.458970335461693,,Moteur spécialisé exécuté: climate_identifiability,2.400018274784088e-06
C6-008,C6,pass,undetermined,,1.458970335461693,,Moteur spécialisé exécuté: climate_identifiability,1.4999532140791416e-06
C6-009,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.600012183189392e-06
C6-010,C6,pass,undetermined,,,,Moteur spécialisé exécuté: climate_hysteresis,2.400018274784088e-06
C6-011,C6,pass,undetermined,,0.7812914506862445,,Moteur spécialisé exécuté: climate_path_dependence,0.012687599984928966
C6-012,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,9.500014130026102e-06
C6-013,C6,pass,undetermined,,1.153089518143292,,Moteur spécialisé exécuté: climate_spectra,3.1999661587178707e-06
C6-014,C6,pass,undetermined,,0.32891846680018955,,Moteur spécialisé exécuté: climate_proxy_robustness,2.700020559132099e-06
C6-015,C6,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.600012183189392e-06
C7-001,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,0.007955499982926995
C7-002,C7,pass,undetermined,,1.153089518143292,,Moteur spécialisé exécuté: climate_spectra,4.599976819008589e-06
C7-003,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,2.300017513334751e-06
C7-004,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.600012183189392e-06
C7-005,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.500011421740055e-06
C7-006,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C7-007,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
C7-008,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.400010660290718e-06
C7-009,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.200009137392044e-06
C7-010,C7,pass,undetermined,,0.32891846680018955,,Analyse climatique exécutée sans interprétation automatique du verdict scientifique,1.300009898841381e-06
CL1-001,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,0.08217929996317253
CL1-002,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,3.8000289350748062e-06
CL1-003,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.9999570213258266e-06
CL1-004,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.500011421740055e-06
CL1-005,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,2.00001522898674e-06
CL1-006,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.500011421740055e-06
CL1-007,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.3999524526298046e-06
CL1-008,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.400010660290718e-06
CL1-009,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.200009137392044e-06
CL1-010,CL1,pass,undetermined,,0.15776925896668884,,Familles de mémoire du climat moderne comparées,1.300009898841381e-06
CL2-001,CL2,pass,undetermined,,1.0,,Diagnostic D-H-L partiel calculé,0.015760599984787405
CL2-002,CL2,pass,undetermined,,1.0,,Diagnostic D-H-L partiel calculé,3.200024366378784e-06
CL2-003,CL2,pass,undetermined,,1.0,,Diagnostic D-H-L partiel calculé,1.4999532140791416e-06
