ID;Entité;type_registre;statut_original;statut_ontologique;mode_obtention;milieu_validation;certitude_historique;role_causal
MAT-00277;État bloqué ou jammé;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00278;Colloïde;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00279;Gel;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00280;Mousse;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00281;Émulsion;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00282;Ferromagnétique;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00283;Antiferromagnétique;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00284;Ferrimagnétique;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00285;Verre de spin;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00286;Métal conducteur;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00287;Semi-conducteur;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00288;Isolant de bande;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00289;Isolant de Mott;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00290;Supraconducteur type I;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00291;Supraconducteur type II;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00292;Superfluide hélium 4;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00293;Superfluide hélium 3;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00294;Condensat de Bose-Einstein;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00295;Condensat fermionique;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00296;Supersolide;PHA;Confirmé dans certains systèmes artificiels;confirme;experimente;laboratoire;non_specifie;non_specifie
MAT-00297;Liquide de spin quantique;PHA;Fortement soutenu, identification dépend du matériau;candidat;mixte;laboratoire;non_specifie;non_specifie
MAT-00298;Isolant topologique;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00299;Semi-métal de Weyl;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00300;État Hall quantique entier;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00301;État Hall quantique fractionnaire;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00302;Cristal temporel discret;PHA;Confirmé expérimentalement;confirme;experimente;laboratoire;non_specifie;non_specifie
MAT-00303;État actif;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00304;Matière nucléaire saturée;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00305;Matière dégénérée électronique;PHA;Inféré astrophysiquement et fondé théoriquement;candidat;mixte;astrophysique;reconstruite;non_specifie
MAT-00306;Matière neutronique dégénérée;PHA;Inféré astrophysiquement;candidat;infere;astrophysique;reconstruite;non_specifie
MAT-00307;Pâtes nucléaires;PHA;Prédit fortement, indices indirects;candidat;mixte;non_specifie;non_specifie;possible
MAT-00308;Plasma quarks-gluons;PHA;Confirmé expérimentalement comme état collectif;confirme;experimente;laboratoire;non_specifie;non_specifie
MAT-00309;Condensat de verre de couleur;PHA;Cadre effectif soutenu, statut de phase discuté;candidat;simule;laboratoire;non_specifie;non_specifie
MAT-00310;Matière de quarks étranges;PHA;Hypothétique;hypothetique;simule;non_specifie;plausible;possible
MAT-00311;Supraconductivité de couleur;PHA;Hypothétique;hypothetique;simule;non_specifie;plausible;possible
MAT-00312;Glace VII;PHA;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00313;Glace X;PHA;Confirmé en laboratoire;confirme;experimente;laboratoire;non_specifie;non_specifie
MAT-00314;Eau superionique;PHA;Confirmé en laboratoire, inféré planétairement;confirme;mixte;laboratoire;reconstruite;non_specifie
MAT-00315;Hydrogène métallique;PHA;Fortement inféré, production statique controversée;candidat;infere;non_specifie;plausible;possible
MAT-00316;Hélium métallique;PHA;Prédit et partiellement contraint;candidat;mixte;non_specifie;non_specifie;possible
MAT-00317;Or;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00318;Cuivre natif;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00319;Fer natif;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00320;Soufre natif;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00321;Diamant;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00322;Graphite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00323;Pyrite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00324;Galène;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00325;Sphalérite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00326;Chalcopyrite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00327;Pentlandite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00328;Halite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00329;Sylvite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00330;Fluorite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00331;Quartz;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00332;Corindon;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00333;Hématite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00334;Magnétite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00335;Rutile;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00336;Goethite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00337;Calcite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00338;Aragonite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00339;Dolomite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00340;Magnésite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00341;Sidérite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00342;Gypse;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00343;Anhydrite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00344;Barytine;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00345;Apatite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00346;Monazite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00347;Olivine;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00348;Enstatite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00349;Diopside;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00350;Trémolite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00351;Muscovite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00352;Biotite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00353;Orthose;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00354;Albite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00355;Anorthite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00356;Kaolinite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00357;Montmorillonite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00358;Clinoptilolite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00359;Pyrope;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00360;Ringwoodite;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00361;Bridgmanite;MAT;Confirmé indirectement et en laboratoire;confirme;mixte;laboratoire;non_specifie;non_specifie
MAT-00362;Ferropericlase;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00363;Post-pérovskite;MAT;Confirmé en laboratoire, inféré dans la Terre;confirme;mixte;laboratoire;reconstruite;non_specifie
MAT-00364;Glace Ih;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00365;Glace amorphe;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00366;Glace de CO2;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00367;Glace de méthane;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00368;Glace d'azote;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00369;Silicates amorphes;MAT;Confirmé spectroscopiquement;confirme;observe;nature;non_specifie;non_specifie
MAT-00370;Grains carbonés;MAT;Confirmé ou inféré;confirme;mixte;non_specifie;non_specifie;non_specifie
MAT-00371;Chondrules;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00372;Inclusions riches en calcium et aluminium;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00373;Matrice chondritique;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00374;Tholins;MAT;Confirmé comme analogue et inféré planétairement;candidat;mixte;laboratoire;plausible;non_specifie
MAT-00375;Fer-nickel météoritique;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00376;Acier;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00377;Bronze;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00378;Laiton;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00379;Superalliage base nickel;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00380;Verre silicaté;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00381;Porcelaine;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00382;Carbure de silicium;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00383;Nitrure de silicium;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00384;Silicium cristallin;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00385;Arséniure de gallium;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00386;Nitrure de gallium;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00387;Béton;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00388;Béton armé;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00389;Composite carbone-époxy;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00390;Bois;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00391;Os;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00392;Coquille;MAT;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00393;Espèces minérales IMA;MAT;Registre officiel ouvert;registre_ouvert;registre;non_specifie;sans_objet;sans_objet
MAT-00394;Vide intergalactique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00395;Filaments du réseau cosmique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00396;Milieu intergalactique chaud-tiède;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00397;Milieu intra-amas;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00398;Halo de matière noire;RES;Inféré gravitationnellement;candidat;infere;astrophysique;reconstruite;non_specifie
MAT-00399;Milieu circumgalactique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00400;Milieu interstellaire ionisé chaud;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00401;Milieu ionisé chaud;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00402;Milieu neutre chaud;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00403;Milieu neutre froid;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00404;Nuage moléculaire;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00405;Cœur moléculaire dense;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00406;Poussière interstellaire;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00407;Cœur stellaire;RES;Confirmé par modèles et observations;confirme;mixte;astrophysique;non_specifie;non_specifie
MAT-00408;Zone radiative;RES;Inféré et modélisé;candidat;simule;non_specifie;reconstruite;non_specifie
MAT-00409;Zone convective;RES;Inféré et observé indirectement;candidat;mixte;non_specifie;reconstruite;non_specifie
MAT-00410;Photosphère;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00411;Chromosphère et couronne;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00412;Naine blanche;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00413;Étoile à neutrons, croûte;RES;Inféré;candidat;infere;non_specifie;reconstruite;non_specifie
MAT-00414;Étoile à neutrons, cœur;RES;Inféré;candidat;infere;non_specifie;reconstruite;non_specifie
MAT-00415;Disque d'accrétion;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00416;Jet relativiste;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00417;Disque protoplanétaire;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00418;Planétésimaux;RES;Inféré et observé indirectement;candidat;mixte;non_specifie;reconstruite;non_specifie
MAT-00419;Astéroïde rocheux;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00420;Astéroïde métallique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00421;Comète;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00422;Objet transneptunien;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00423;Atmosphère tellurique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00424;Hydrosphère;RES;Confirmé sur Terre, recherché ailleurs;confirme;observe;nature;directe;non_specifie
MAT-00425;Cryosphère;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00426;Croûte silicatée;RES;Confirmé sur Terre et inféré ailleurs;confirme;mixte;nature;reconstruite;non_specifie
MAT-00427;Manteau silicaté;RES;Confirmé indirectement;confirme;infere;non_specifie;non_specifie;non_specifie
MAT-00428;Noyau métallique;RES;Inféré et contraint;candidat;mixte;non_specifie;reconstruite;non_specifie
MAT-00429;Enveloppe hydrogène-hélium;RES;Inféré et modélisé;candidat;simule;non_specifie;reconstruite;non_specifie
MAT-00430;Manteau riche en glaces;RES;Inféré;candidat;infere;non_specifie;reconstruite;non_specifie
MAT-00431;Coque de glace;RES;Confirmé ou inféré;confirme;mixte;non_specifie;non_specifie;non_specifie
MAT-00432;Océan sous-glaciaire;RES;Fortement inféré pour plusieurs objets;candidat;infere;astrophysique;reconstruite;non_specifie
MAT-00433;Sol;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00434;Sédiments;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00435;Biosphère;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00436;Nécromasse et détritus;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00437;Bâtiments et infrastructures;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00438;Machines et électronique;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00439;Déchets et stocks dispersés;RES;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00440;Vésicule lipidique;BIO;Confirmé expérimentalement;confirme;experimente;laboratoire;non_specifie;non_specifie
MAT-00441;Prion;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00442;Virus à ARN;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00443;Virus à ADN;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00444;Viroïde;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00445;Archée;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00446;Bactérie;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00447;Protiste;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00448;Cellule fongique;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00449;Cellule végétale;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00450;Cellule animale;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00451;Membrane plasmique;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00452;Cytosol;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00453;Noyau eucaryote;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00454;Mitochondrie;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00455;Chloroplaste;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00456;Ribosome;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00457;Cytosquelette;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00458;Biofilm;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00459;Colonie microbienne;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00460;Xylème;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00461;Phloème;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00462;Épithélium;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00463;Muscle;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00464;Tissu nerveux;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00465;Sang;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00466;Os;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00467;Dent;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00468;Feuille;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00469;Racine;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00470;Cœur;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00471;Poumon;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00472;Organisme unicellulaire;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00473;Organisme multicellulaire;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00474;Colonie eusociale;BIO;Confirmé comme niveau fonctionnel;confirme;observe;nature;non_specifie;contributif
MAT-00475;Microbiome;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00476;Écosystème;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00477;Biosphère terrestre;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00478;Nécromasse;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00479;Humus;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00480;Kérogène;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00481;Charbon;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00482;Pétrole;BIO;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00483;Matière noire;UNK;Inférée avec forte confiance;candidat;infere;astrophysique;reconstruite;non_specifie
MAT-00484;Axion;UNK;Non détecté;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00485;Particule de type WIMP;UNK;Non détectée;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00486;Neutrino stérile;UNK;Non détecté comme matière noire;non_detecte;observe;astrophysique;non_specifie;non_specifie
MAT-00487;Matière noire ultralégère;UNK;Non détectée;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00488;Matière noire asymétrique;UNK;Hypothétique;hypothetique;simule;non_specifie;plausible;possible
MAT-00489;Trou noir primordial;UNK;Non confirmé comme population dominante;candidat;infere;astrophysique;non_specifie;possible
MAT-00490;MACHO stellaire;UNK;Population réelle mais contribution limitée;confirme;observe;astrophysique;non_specifie;contributif
MAT-00491;Photon sombre;UNK;Non détecté;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00492;Matière noire auto-interagissante;UNK;Hypothétique;hypothetique;simule;non_specifie;plausible;possible
MAT-00493;Phase du cœur des étoiles à neutrons;UNK;Non résolue;hypothetique;simule;astrophysique;non_specifie;non_specifie
MAT-00494;Strangelet;UNK;Non détecté;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00495;Monopôle magnétique;UNK;Non détecté;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00496;Q-ball;UNK;Non détecté;non_detecte;observe;non_specifie;non_specifie;non_specifie
MAT-00497;Énergie noire;UNK;Inférée cosmologiquement;candidat;infere;astrophysique;reconstruite;non_specifie
MAT-00498;Matière baryonique ordinaire;UNK;Confirmée;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00499;Création de paire;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00500;Annihilation matière-antimatière;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00501;Désintégration faible;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00502;Interaction forte;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00503;Hadronisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00504;Diffusion électromagnétique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00505;Fusion nucléaire;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00506;Fission nucléaire;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00507;Capture neutronique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00508;Capture protonique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00509;Capture alpha;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00510;Désintégration alpha;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00511;Désintégration bêta moins;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00512;Désintégration bêta plus;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00513;Capture électronique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00514;Transition isomérique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00515;Ionisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00516;Attachement électronique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00517;Recombinaison;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00518;Excitation électronique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00519;Formation de liaison covalente;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00520;Formation de liaison ionique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00521;Oxydoréduction;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00522;Acide-base;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00523;Polymérisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00524;Hydrolyse;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00525;Photolyse;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00526;Catalyse de surface;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00527;Fusion;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00528;Cristallisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00529;Vaporisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00530;Condensation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00531;Sublimation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00532;Dépôt;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00533;Transition vitreuse;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00534;Altération chimique;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00535;Métamorphisme;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00536;Fusion partielle;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00537;Différenciation planétaire;TRF;Confirmé par inférence et échantillons;confirme;mixte;nature;reconstruite;non_specifie
MAT-00538;Assimilation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00539;Respiration cellulaire;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00540;Photosynthèse;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00541;Décomposition;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00542;Biominéralisation;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00543;Accrétion;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00544;Éjection et vent;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00545;Explosion de supernova;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00546;Formation de poussières;TRF;Confirmé;confirme;observe;non_specifie;non_specifie;non_specifie
MAT-00547;Accessibilisation;TRF;Concept opératoire;concept;definition;non_specifie;sans_objet;sans_objet
MAT-00548;Mobilisation;TRF;Concept opératoire;concept;definition;non_specifie;sans_objet;sans_objet
MAT-00549;Incorporation opératoire;TRF;Concept opératoire;concept;definition;non_specifie;sans_objet;sans_objet
